Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Homame
4226.675,284.3494,0
4166.27,419.655,0
4065.131,381.8406,0
4045.889,312.515,0
4137.574,294.3735,0
4026.55,322.1674,0
4039.211,378.605,0
4197.438,280.0283,0
4111.635,337.6221,0
3976.212,356.2625,0
4105.573,333.5145,0
4007.562,221.4357,0
3971.655,326.917,0
4163.835,283.6433,0
3873.38,277.0499,0
4031.313,381.126,0
4132.905,338.1001,0
4098.488,300.6492,0
4041.804,268.3224,0
4188.446,371.3872,0
4111.225,237.4768,0
4024.214,250.0276,0
3957.469,361.6001,0
3894.458,382.9371,0
4243.244,340.979,0
4052.858,295.6072,0
4210.421,286.4424,0
4172.572,356.4907,0
3941.862,359.062,0
4057.55,295.9664,0
4054.823,333.4659,0
4174.458,282.8384,0
3954.478,332.1877,0
3979.041,333.2076,0
4018.645,372.3788,0
3866.689,359.0614,0
3714.442,330.4445,0
4167.874,307.6873,0
4155.781,332.4231,0
4222.274,297.8657,0
4004.167,368.0546,0
3947.914,294.4568,0
4181.225,361.8621,0
4190.939,313.0491,0
4054.534,313.9445,0
3945.315,296.4767,0
4111.171,263.4421,0
4196.078,221.5586,0
4105.365,344.4916,0
4228.938,304.0405,0
4168.772,395.5962,0
3962.922,354.7856,0
3954.145,216.3901,0
3969.784,239.2639,0
4253.102,255.7949,0
4150.487,388.5771,0
3888.208,375.9449,0
3819.134,372.3662,0
4024.358,331.6124,0
3990.155,254.1798,0
4018.709,349.2883,0
3747.35,275.1154,0
4172.087,303.1501,0
4066.479,325.5105,0
3801.503,342.0142,0
4121.103,290.4241,0
3998.492,316.745,0
4166.68,364.094,0
4199.491,266.2473,0
3899.993,422.0503,0
3885.074,371.8622,0
4185.12,271.9724,0
4159.287,331.0757,0
4296.915,316.8569,0
3925.875,332.7166,0
4045.949,305.2365,0
3964.312,304.7637,0
4081.446,313.146,0
4154.484,220.6948,0
4061.717,265.5797,0
4190.774,357.3547,0
3965.305,250.1125,0
3827.532,315.9338,0
4068.451,307.0144,0
4222.452,214.6104,0
4112.217,253.9846,0
4165.116,266.0737,0
3837.659,308.5875,0
3777.3,352.278,0
4088.377,306.4573,0
4029.613,391.5233,0
3848.329,258.575,0
3987.423,344.4441,0
4172.202,294.0259,0
3930.744,242.1367,0
4022.946,304.0763,0
4125.726,346.5088,0
4142.02,338.4939,0
4061.65,354.8392,0
3837.446,261.934,0
4182.207,274.7275,0
4038.25,379.4624,0
4188.328,301.8511,0
4193.349,386.2239,0
4123.459,389.9443,0
3988.883,346.1025,0
4005.682,332.7731,0
3910.57,317.0566,0
3921.281,353.8448,0
4066.761,275.4783,0
3899.87,421.0562,0
4077.486,311.4457,0
4135.489,262.8025,0
3901.458,374.6893,0
4284.737,354.2341,0
4065.435,308.1382,0
3856.428,361.8123,0
3920.372,305.1637,0
4241.271,2803.0,
3912.573,322.2014,0
3938.448,283.2384,0
4107.29,317.9169,0
4194.639,253.5862,0
3956.19,286.3916,0
4067.069,368.0427,0
4178.276,242.8025,0
4204.358,302.4319,0
4057.834,352.309,0
3810.819,269.5714,0
4099.194,267.5831,0
4096.429,332.437,0
3955.543,294.797,0
4150.219,296.2566,0
4109.026,250.2834,0
4163.743,320.8872,0
4132.289,279.1084,0
3799.866,301.5787,0
3995.071,365.1957,0
3890.543,302.9834,0
4063.384,330.8024,0
4075.06,302.7056,0
4207.537,275.3044,0
4210.369,332.0691,0
3825.518,278.4716,0
4075.084,310.3872,0
4175.142,334.5154,0
4242.015,340.2734,0
4187.476,271.2927,0
3878.897,256.4747,0
3809.538,308.0139,0
4233.156,369.4473,0
3992.279,288.8638,0
4234.203,227.7659,0
3953.044,237.4995,0
4124.338,362.2747,0
3903.548,293.7051,0
4092.231,331.3984,0
3916.981,293.2529,0
4169.459,305.4539,0
4169.448,303.2063,0
3965.887,227.7555,0
3993.335,371.1537,0
4139.845,284.2976,0
3805.823,251.5297,0
4077.364,324.8982,0
4060.148,364.7192,0
4056.737,288.7561,0
3849.725,336.1427,0
4023.357,8989.0,
3879.433,314.442,0
4092.874,324.5581,0
4061.487,345.1067,0
3922.796,443.6339,0
4219.668,185.3235,0
3972.438,318.3776,0
3933.062,321.3495,0
3987.509,267.9796,0
3798.585,283.9076,0
3990.777,335.3975,0
4043.208,300.7792,0
4328.363,344.5989,0
3881.039,253.1108,0
4073.615,320.3712,0
4225.021,243.832,0
4075.727,376.9487,0
3785.639,272.4688,0
4071.936,330.6832,0
4116.118,341.3491,0
4048.542,363.6082,0
4147.709,316.4739,0
4166.109,419.4717,0
3818.142,257.7047,0
4193.656,252.7676,0
4057.326,278.5887,0
4271.104,320.8296,0
4049.86,304.3678,0
3789.416,276.8573,0
3915.165,374.9249,0
3769.351,311.9401,0
3926.06,269.3625,0
4016.043,319.4396,0
4001.895,375.7898,0
4145.805,289.752,0
3977.254,355.3395,0
3754.303,406.3326,0
3759.499,233.0956,0
4164.681,312.7346,0
4164.069,300.8083,0
3933.032,262.4812,0
4252.8,274.6768,0
3742.613,321.5947,0
4153.04,447.8655,0
4112.093,311.8,0
3996.085,357.675,0
4245.805,241.9497,0
4250.621,331.1819,0
3761.535,278.1628,0
4155.807,257.5454,0
3996.098,328.6285,0
4079.458,310.4452,0
4162.024,339.3384,0
3950.706,298.163,0
3961.406,297.9625,0
4159.622,379.6228,0
4147.313,233.1582,0
4099.91,303.4972,0
3774.743,205.9175,0
4028.744,238.9907,0
4312.797,236.2219,0
3934.459,220.8058,0
3904.186,309.6305,0
3897.925,255.9554,0
4117.748,310.9698,0
3925.756,343.9092,0
4316.047,291.1912,0
3896.934,242.8998,0
4226.001,338.8821,0
4120.171,361.0579,0
4006.023,350.9399,0
4109.988,325.0193,0
3920.884,380.7589,0
3951.941,262.4299,0
3867.334,307.3439,0
3874.374,330.2943,0
4067.798,319.5046,0
4215.952,328.0537,0
3825.916,372.8203,0
4117.59,278.4158,0
3981.483,413.8656,0
4049.442,349.6278,0
3936.163,276.2314,0
4087.23,211.4865,0
3959.856,308.8418,0
4075.399,6031.0,
4273.668,256.5942,0
3914.992,271.116,0
4001.531,281.9825,0
4046.318,261.624,0
4008.26,387.3362,0
4257.189,213.5039,0
4153.834,319.4741,0
4113.372,296.2723,0
4100.098,285.6313,0
4028.204,346.2266,0
4003.841,331.3973,0
4145.966,257.3774,0
3985.631,290.0016,0
3688.328,306.0374,0
3826.862,285.3768,0
3809.247,253.7476,0
4112.923,347.2129,0
4197.276,334.8206,0
3890.722,291.2412,0
4110.522,324.1,0
4138.853,344.8132,0
4000.554,306.6326,0
3811.238,232.9757,0
3888.094,263.2681,0
4058.938,243.6202,0
3853.283,237.9027,0
4117.194,294.9429,0
3725.966,354.7177,0
3919.515,301.1992,0
4197.45,270.7302,0
4027.215,404.0192,0
4208.397,294.7996,0
4183.853,258.6858,0
3865.365,330.5121,0
4191.177,260.7271,0
3881.874,279.2642,0
3977.368,400.6525,0
3984.47,380.4689,0
3827.948,329.3857,0
4228.481,347.9543,0
4107.341,275.8073,0
3849.756,308.9462,0
4121.262,345.7551,0
4091.586,323.043,0
