Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Homame
4101.41,376.3948,0
4101.541,373.3622,0
4206.271,333.4751,0
4033.749,351.0117,0
4183.735,306.2319,0
4133.235,263.5974,0
4074.106,409.1792,0
4122.997,263.55,0
4103.291,322.5487,0
4088.518,335.0369,0
4012.96,359.0646,0
4259.724,262.6853,0
3921.781,354.7129,0
4185.984,321.8401,0
4216.451,251.0034,0
4129.929,268.2322,0
4081.959,317.365,0
4023.528,297.1802,0
4147.459,287.9373,0
4228.27,325.2642,0
3959.377,361.4298,0
4180.661,277.0442,0
4227.843,331.4304,0
4220.019,332.7883,0
4182.704,330.679,0
4092.331,351.6367,0
4175.463,297.7148,0
4013.039,356.9877,0
4212.901,289.2463,0
4240.186,275.8306,0
4110.09,319.9016,0
3985.326,427.7463,0
4170.788,311.8945,0
4146.072,218.2283,0
4272.667,216.2893,0
4199.273,311.1335,0
4163.187,400.1907,0
4064.588,320.8167,0
4095.632,323.4585,0
4147.556,320.9792,0
4172.838,347.4487,0
4047.56,430.5107,0
4208.733,330.0623,0
4011.412,342.5487,0
4148.613,378.5481,0
4064.021,393.55,0
4490.247,384.2603,0
4113.46,262.8954,0
4040.662,399.3616,0
4074.764,403.7396,0
4052.854,317.7728,0
4226.99,266.5874,0
4075.815,301.1461,0
4218.808,362.512,0
4192.458,370.9929,0
4306.32,258.6646,0
3942.31,353.6823,0
4105.7,374.262,0
4248.455,321.9275,0
3986.359,277.7167,0
4251.98,258.5833,0
4052.214,314.2115,0
4054.063,262.554,0
4105.992,302.4235,0
4213.752,272.425,0
4057.045,396.6082,0
4159.266,326.1406,0
4143.918,264.0325,0
4195.136,328.2881,0
4031.517,335.0571,0
4177.351,296.9651,0
4023.128,300.4222,0
4178.37,250.2554,0
4089.393,275.0381,0
3951.293,395.9629,0
4240.779,392.9863,0
4255.755,257.5784,0
4272.876,317.4248,0
4000.983,321.7852,0
4295.826,261.5171,0
4069.273,363.3832,0
4144.997,250.3464,0
4125.913,280.8704,0
4173.259,318.7,0
4050.852,380.6735,0
4150.286,291.895,0
4299.449,323.6062,0
4239.096,296.3691,0
4085.028,293.4536,0
4279.112,296.9697,0
4080.136,354.5974,0
4080.777,391.9338,0
4138.392,258.1345,0
3953.159,336.9241,0
4250.47,311.2371,0
4150.075,221.05,0
4186.248,255.918,0
4191.54,299.7666,0
4166.081,278.8123,0
4294.403,324.5671,0
4232.473,254.4275,0
4279.934,267.6194,0
4180.613,235.4021,0
4014.447,383.7305,0
4203.205,355.3369,0
4182.188,374.3328,0
4277.171,260.7932,0
4110.357,399.1233,0
3910.08,298.8002,0
4107.356,273.1387,0
4105.815,358.7511,0
4260.712,365.281,0
4030.821,355.5291,0
4263.786,294.1863,0
4107.627,356.7916,0
4118.688,336.9246,0
4050.825,327.9917,0
4022.652,294.3969,0
4230.15,323.4824,0
4127.159,338.3562,0
4126.701,274.6534,0
4220.617,276.7559,0
4153.545,281.1489,0
4152.478,283.2024,0
4038.819,369.9626,0
4277.517,317.4373,0
4138.109,317.834,0
4067.432,313.4935,0
4345.661,305.6768,0
4125.25,339.1357,0
4037.496,371.8792,0
4228.955,328.6191,0
4146.945,336.7622,0
3853.173,264.3932,0
4155.16,318.7979,0
4123.494,318.2964,0
3967.689,305.2235,0
4239.601,236.447,0
4079.717,292.2695,0
4048.131,315.8262,0
4234.207,285.5227,0
4016.122,318.931,0
4160.329,334.9583,0
4110.151,310.9723,0
4090.287,406.5426,0
4058.885,363.4688,0
4021.164,341.9144,0
4258.417,317.7231,0
4107.909,280.9287,0
4187.662,281.0754,0
4106.204,279.7771,0
4021.463,241.6785,0
4189.583,222.0923,0
4062.689,424.2527,0
4274.522,322.0569,0
4051.743,382.2821,0
4098.793,301.9026,0
4053.523,182.3999,0
4114.473,335.6973,0
4169.045,356.5161,0
4151.544,336.3411,0
4153.016,424.5005,0
4191.081,334.8276,0
4100.278,312.3423,0
4214.616,264.5759,0
4166.069,367.3293,0
4080.504,274.7577,0
4090.963,350.9764,0
4105.61,269.6049,0
4222.764,343.8459,0
4235.289,325.0898,0
4129.981,347.9565,0
4177.72,272.2905,0
4161.217,243.3101,0
4020.789,262.0616,0
4065.444,329.9724,0
4147.555,330.5803,0
4152.018,307.959,0
4083.801,298.7318,0
4148.116,345.53,0
4001.255,296.8997,0
4125.388,295.4299,0
4106.416,311.1925,0
4271.129,277.2791,0
4103.841,340.2579,0
4029.72,349.4839,0
4092.077,392.8557,0
3908.841,305.208,0
4134.067,276.3728,0
4118.434,282.8893,0
3955.938,302.7767,0
4119.43,261.4636,0
4146.858,339.9246,0
4162.141,356.2092,0
4006.453,251.3086,0
4011.724,338.6573,0
4110.793,318.7505,0
4099.209,237.7462,0
4185.112,274.6309,0
4117.016,319.4736,0
4258.826,323.022,0
4182.247,287.5295,0
4069.15,375.7238,0
4062.691,375.2262,0
4106.113,327.2997,0
4050.144,340.4351,0
4159.608,320.3423,0
3985.583,278.0806,0
4041.436,345.9852,0
4028.241,305.057,0
4145.968,299.0139,0
4120.427,318.0635,0
4215.799,273.9663,0
3921.091,310.0807,0
4322.319,206.7715,0
4230.981,319.8728,0
3938.979,297.8586,0
4186.518,253.0957,0
4088.82,343.933,0
4116.309,330.2087,0
4201.281,278.8298,0
3850.728,344.1877,0
4207.828,262.5579,0
4181.837,279.2031,0
4159.483,264.4209,0
4092.487,396.3135,0
4274.145,284.731,0
4083.871,370.0603,0
4001.501,324.0798,0
4139.652,324.0171,0
4131.632,322.167,0
4130.781,321.8931,0
4169.488,362.5952,0
4132.989,300.4136,0
4036.577,292.3113,0
4004.545,282.3995,0
4116.611,323.1965,0
4026.209,344.3163,0
4015.144,376.6853,0
4018.446,292.0657,0
4240.476,282.103,0
4266.154,336.6958,0
4087.128,279.5099,0
4111.729,333.2264,0
4234.653,340.5054,0
4187.815,227.5625,0
4246.343,221.9355,0
4133.807,334.9434,0
4240.347,318.4568,0
4130.687,286.7815,0
4105.106,292.8003,0
4098.320,7089.0,
4097.707,274.139,0
4110.501,307.0083,0
4333.145,168.1638,0
4198.793,365.9739,0
4003.412,284.6738,0
4095.075,391.702,0
3977.938,252.0919,0
4130.444,323.9397,0
4027.72,323.8013,0
4011.454,343.6746,0
4174.462,269.5417,0
4183.762,297.1343,0
4086.894,315.2609,0
4080.647,344.9397,0
4177.33,382.8103,0
4219.322,368.1213,0
3999.234,265.1525,0
4143.808,265.0227,0
4094.253,286.7646,0
4110.441,340.3054,0
3985.992,265.2184,0
4152.418,320.1272,0
4040.491,336.5225,0
