Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Homame
4121.124,338.6338,0
4279.103,285.7021,0
4191.935,360.4338,0
4169.15,266.3162,0
4201.634,325.324,0
4373.438,237.0574,0
4276.166,335.1765,0
4190.671,349.7773,0
4066.968,316.8093,0
4156.191,339.7322,0
4226.89,273.9966,0
4040.08,425.2572,0
3936.54,370.5804,0
4386.056,200.6067,0
4330.969,243.3127,0
4310.73,398.2478,0
4025.135,242.5629,0
4266.698,287.0522,0
4040.005,262.7539,0
4178.067,314.1589,0
4225.212,254.9482,0
4136.42,298.7258,0
4174.603,322.3892,0
4310.792,260.0979,0
4180.578,241.1638,0
4233.153,280.4302,0
4277.066,318.1326,0
4150.772,365.6067,0
4013.197,420.7732,0
4012.255,346.8055,0
4361.678,306.9141,0
4125.728,399.7625,0
4313.043,320.521,0
4129.138,309.5581,0
4072.631,298.2725,0
4034.818,302.3171,0
4094.721,304.2229,0
3939.972,407.4821,0
4424.666,286.7349,0
4169.509,257.1143,0
4332.419,256.7236,0
4239.964,292.5088,0
4246.759,293.8958,0
4250.434,328.0962,0
4190.891,314.7771,0
4272.282,274.3877,0
4072.809,316.6337,0
4141.455,398.1785,0
4278.566,292.9282,0
4114.198,297.6544,0
3943.675,341.2097,0
4305.386,356.2266,0
4059.001,344.0625,0
4140.69,301.241,0
4317.484,316.7986,0
4141.417,311.6016,0
4240.825,343.0596,0
4143.57,317.6882,0
3997.469,341.4977,0
4328.751,248.9473,0
4353.735,288.5454,0
4307.334,290.9478,0
3949.537,279.3547,0
4255.705,278.3242,0
4349.792,327.8826,0
4101.569,343.9844,0
4090.424,255.1932,0
4073.664,427.1272,0
4140.81,323.3943,0
3969.206,306.9423,0
4117.167,278.1639,0
4157.734,311.3621,0
4039.167,294.7867,0
4231.098,344.374,0
4089.801,298.7078,0
4234.371,262.4521,0
4291.718,338.0979,0
4226.144,340.8689,0
4255.855,315.7971,0
4241.358,379.0566,0
4358.73,280.5325,0
4227.709,302.8413,0
4042.111,391.8593,0
4098.479,374.6301,0
4116.021,345.1145,0
4247.287,276.7048,0
4122.315,338.0364,0
4170.927,403.2942,0
4122.216,345.1631,0
4057.421,322.1521,0
