Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Homame
4025.017,337.5646,0
4229.605,338.6538,0
3915.834,228.2831,0
4139.474,266.2261,0
4380.469,323.5208,0
4466.596,319.0508,0
4256.347,297.1064,0
4139.281,305.1367,0
3341.661,198.5242,0
4642.687,450.6973,0
4431.311,326.9434,0
4166.14,310.7671,0
4736.485,389.7864,0
4196.013,408.0164,0
4023.356,303.2974,0
4294.68,329.1821,0
4246.968,338.5486,0
4052.309,344.0845,0
4248.083,342.0796,0
4381.37,300.647,0
4101.796,370.4481,0
4167.577,412.9312,0
4305.528,282.1345,0
4520.807,363.0444,0
4552.675,297.418,0
3343.302,254.2592,0
4443.305,256.1089,0
4186.662,318.4255,0
3342.315,204.9081,0
4383.202,255.3127,0
3321.097,219.7366,0
4517.417,388.4456,0
4459.626,331.8489,0
3276.147,163.267,0
4312.797,412.6509,0
4588.775,350.5764,0
4569.149,342.3164,0
4127.542,349.8508,0
4287.168,256.5535,0
4001.02,225.9026,0
4271.657,323.6277,0
4178.918,259.5425,0
4348.305,357.0725,0
4278.661,404.9521,0
4395.927,423.3955,0
4491.545,283.6609,0
4407.727,287.6196,0
4280.384,292.261,0
4306.876,373.1738,0
4363.954,462.4731,0
4342.689,280.3362,0
4150.407,417.6414,0
4201.642,421.9124,0
4250.555,323.3262,0
4391.541,368.791,0
4465.635,273.5481,0
4428.923,296.7065,0
4368.137,282.7881,0
4193.741,430.8325,0
4291.193,409.8083,0
4075.789,349.7428,0
4259.107,323.3093,0
3967.718,321.7931,0
4245.238,323.9763,0
4637.447,315.4314,0
3299.956,271.7709,0
4356.901,295.2959,0
4342.637,411.3198,0
5081.608,453.7275,0
4394.794,386.2549,0
4211.734,351.6497,0
4432.491,239.3665,0
4077.956,237.4949,0
4011.791,380.9344,0
4527.956,295.2698,0
4456.215,390.7129,0
4411.27,297.6199,0
3878.268,278.4244,0
4176.198,353.6514,0
4527.345,319.1563,0
4110.83,261.1786,0
4075.481,290.9735,0
4393.691,373.8467,0
4199.978,426.165,0
4557.657,304.7107,0
4512.097,309.7573,0
4525.001,288.6428,0
4935.934,343.6692,0
4164.941,278.5928,0
4233.138,356.8093,0
4609.48,391.9167,0
4461.497,343.3354,0
4623.232,335.7964,0
4460.052,354.5596,0
4311.378,404.7688,0
4100.407,305.4067,0
3267.178,233.1897,0
4469.058,334.4126,0
4157.934,288.3386,0
4433.997,333.7375,0
3972.269,258.9193,0
4308.086,336.2603,0
4224.752,254.0747,0
3874.083,247.7008,0
4383.608,284.2651,0
3573.991,315.2222,0
4592.388,346.2769,0
3470.729,293.6899,0
4537.206,328.7502,0
4388.965,369.0271,0
3609.401,257.6135,0
3880.041,244.9448,0
4335.443,326.9048,0
4254.808,309.1665,0
3939.147,226.0835,0
4377.078,341.0771,0
5049.204,416.7444,0
3639.608,228.8695,0
3888.422,270.302,0
4541.83,245.5542,0
4578.967,301.9133,0
4490.286,385.1284,0
4450.371,319.5388,0
4269.698,241.6221,0
4208.754,323.6543,0
4641.206,273.1909,0
4474.836,398.8208,0
4395.468,349.9038,0
3944.015,350.207,0
4199.471,276.1956,0
4297.936,311.8044,0
4232.218,382.0833,0
4465.417,321.1072,0
4056.035,335.9734,0
4021.837,220.1378,0
4391.786,312.8337,0
4091.42,224.4891,0
3710.054,195.1293,0
4396.499,346.1838,0
4257.454,395.0669,0
4422.943,349.9275,0
3981.978,338.7351,0
4110.962,325.0781,0
3653.376,232.4263,0
4197.618,292.5911,0
3978.564,279.8273,0
4244.69,304.9097,0
4273.472,297.4751,0
4278.292,282.2808,0
4444.18,270.4771,0
4219.835,359.7285,0
4307.98,261.5862,0
4264.488,314.9297,0
4528.071,413.5676,0
4331.723,358.7161,0
4500.451,348.136,0
4330.063,450.1594,0
4352.665,154.6292,0
4259.562,331.3743,0
4370.566,346.1782,0
4406.937,424.0469,0
4323.833,391.9951,0
4190.901,378.1985,0
4472.155,403.7537,0
4164.762,423.4536,0
4445.165,346.1165,0
4290.668,399.9602,0
4447.953,362.2375,0
3648.059,367.5667,0
3465.947,274.9696,0
4253.084,334.4478,0
3615.26,252.1282,0
4505.823,431.5315,0
3852.01,212.9135,0
4228.792,327.0532,0
4302.026,376.4041,0
4298.096,329.7693,0
4438.976,280.3928,0
4222.048,261.5732,0
3740.243,270.239,0
4371.538,349.1409,0
4308.761,317.8401,0
4206.413,287.6204,0
4271.753,265.7871,0
4208.037,375.696,0
3552.092,229.9093,0
3557.117,283.5283,0
4456.189,494.0051,0
4456.635,341.1086,0
4294.917,306.2422,0
4300.628,275.8381,0
3431.818,203.793,0
4395.279,462.7297,0
4361.796,404.3198,0
4554.716,268.6658,0
4444.301,289.9185,0
4258.577,271.3428,0
4636.834,383.9878,0
3719.711,330.2379,0
4364.781,504.2905,0
4369.146,384.041,0
4300.472,313.2275,0
4331.298,358.156,0
4223.15,290.2859,0
4280.892,262.2581,0
4231.727,307.0347,0
3766.182,330.8063,0
4442.574,289.3108,0
4589.163,258.345,0
3538.187,245.0732,0
4078.599,421.8318,0
3531.071,194.6895,0
3257.641,217.4542,0
3729.921,228.7761,0
4071.067,378.8564,0
3968.283,315.7101,0
3827.226,293.2379,0
4506.874,273.3188,0
4150.46,243.2119,0
4317.124,367.2598,0
4359.288,298.5115,0
4391.609,259.165,0
4269.79,347.4636,0
4728.247,292.2185,0
4374.807,383.824,0
4481.98,416.9519,0
4240.272,262.53,0
4125.929,333.3418,0
3973.603,343.819,0
4421.253,389.425,0
4196.208,284.5391,0
4074.189,391.8538,0
4146.946,352.4832,0
4059.263,381.1498,0
4246.05,374.3269,0
3538.707,282.3944,0
4133.144,313.031,0
4345.844,312.5935,0
4264.309,354.9299,0
4528.451,353.1475,0
3140.1,154.7798,0
4295.624,427.5337,0
4170.845,296.6809,0
4339.534,366.364,0
4176.732,342.1799,0
4180.379,292.2375,0
4270.068,372.3677,0
4452.099,318.6069,0
4146.097,294.8521,0
3406.288,0006.0,
4144.417,266.6809,0
4119.261,291.6418,0
4287.745,312.9128,0
3608.961,297.7556,0
4255.598,316.0198,0
4177.569,346.2488,0
4292.436,220.1992,0
4236.591,273.2671,0
4242.742,338.3955,0
4075.502,309.5447,0
4268.758,333.5625,0
4414.401,323.5015,0
4426.519,395.7129,0
4485.674,438.5896,0
4311.113,335.415,0
4098.29,335.7771,0
4127.007,286.2678,0
4263.024,398.2285,0
4291.94,283.2915,0
4222.352,279.4998,0
4162.817,306.5334,0
4194.403,289.6653,0
4138.465,413.3064,0
4315.188,350.0935,0
4263.921,357.155,0
4453.795,467.0903,0
4232.354,317.0781,0
3906.565,271.8158,0
3952.501,241.5673,0
4308.543,423.8357,0
4467.228,401.0073,0
4384.493,375.2314,0
4511.028,462.1118,0
4269.868,389.9363,0
4312.904,384.6494,0
4141.825,334.0371,0
4146.85,308.9229,0
4301.032,367.7161,0
4594.223,350.7493,0
4143.594,244.3003,0
4466.238,268.7075,0
4314.112,284.9126,0
4227.032,323.8171,0
4364.15,302.0381,0
4121.882,448.9902,0
4468.946,296.9932,0
4455.627,376.9111,0
4166.475,389.189,0
4351.567,494.2683,0
3920.405,305.6454,0
4327.259,301.1807,0
4479.432,458.6501,0
4078.875,280.7957,0
4057.213,286.136,0
3264.521,247.5275,0
4393.657,352.7598,0
4204.606,410.0024,0
4236.106,395.2476,0
3994.943,274.6001,0
4098.813,392.3527,0
4381.59,288.8843,0
4020.817,303.5461,0
4410.812,291.9124,0
4519.419,380.9487,0
4180.606,411.7437,0
4299.638,367.3486,0
4531.651,333.5464,0
4382.394,243.3713,0
4584.907,333.6411,0
4469.863,246.303,0
4431.13,310.7002,0
4166.233,353.2896,0
4267.961,372.876,0
3848.809,278.1368,0
4547.02,251.2007,0
4017.305,325.8563,0
4260.806,345.145,0
4287.082,295.2217,0
4371.837,436.8726,0
3649.147,273.0389,0
3721.904,229.5211,0
4470.819,346.5823,0
4385.004,306.4846,0
4254.43,301.4082,0
4582.755,379.1416,0
4437.387,384.5151,0
3954.193,305.0179,0
4421.714,303.8276,0
4459.849,424.5483,0
4220.046,282.3782,0
4241.958,228.7534,0
4375.385,384.0002,0
4014.207,298.3159,0
4137.213,315.5681,0
4447.35,323.6389,0
4262.357,319.6494,0
4267.482,281.916,0
4348.358,358.3218,0
4176.192,432.623,0
4482.213,397.9382,0
4387.892,443.5315,0
4013.919,259.9199,0
4280.163,388.0649,0
4110.076,370.8738,0
4109.154,324.6112,0
4481.071,366.8455,0
4446.206,435.6191,0
4032.371,347.9557,0
3860.675,248.0847,0
4280.727,269.738,0
3326.32,228.0476,0
4323.596,328.7427,0
4365.796,269.4177,0
4415.14,430.9663,0
4477.855,377.8894,0
3511.241,257.0895,0
4443.388,358.1587,0
4071.416,287.6877,0
4262.599,468.9988,0
3924.883,252.4869,0
4376.577,493.3345,0
3963.574,302.9808,0
3803.764,288.1475,0
4414.686,380.5344,0
4478.144,371.6135,0
3058.495,185.3088,0
3967.063,297.9766,0
4170.652,342.5024,0
4498.322,245.22,0
4027.933,242.8707,0
4449.899,331.45,0
4333.799,277.5581,0
4467.747,380.9624,0
3601.961,267.3706,0
4137.291,355.7124,0
4083.88,302.2281,0
4328.808,299.6868,0
4379.877,365.8862,0
3484.471,217.9618,0
4265.909,315.7,0
4164.968,347.127,0
4286.527,285.4126,0
4467.825,429.5044,0
4266.529,330.1394,0
4389.687,311.094,0
4193.47,377.9236,0
4190.39,334.4392,0
4230.35,330.676,0
4177.944,326.0479,0
4078.707,313.0822,0
4189.277,310.6355,0
4368.678,325.6833,0
4089.207,335.8348,0
4377.24,277.3938,0
4321.016,343.9807,0
3359.029,299.3768,0
4326.626,300.0364,0
