Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Promin
7942.612,289.6646,0
7671.48,283.3706,0
5111.511,81.98755,0
5631.657,144.6499,0
7760.031,309.3215,0
8320.071,400.8022,0
7430.574,300.012,0
7630.264,261.2173,0
6580.698,325.7056,0
6872.822,242.2644,0
7188.701,193.8789,0
5448.612,154.6465,0
5008.456,181.4512,0
7752.009,301.6443,0
7838.597,241.0681,0
6894.293,207.3577,0
7589.873,217.022,0
7324.21,157.3662,0
8416.081,337.4907,0
8019.009,352.4324,0
6458.613,280.9763,0
6965.751,171.8882,0
7929.973,412.6858,0
7649.645,220.5081,0
7746.449,390.3364,0
8287.816,479.9131,0
7048.526,292.6892,0
7492.503,226.3911,0
7638.606,286.2454,0
7453.156,385.699,0
7504.357,307.8877,0
7670.716,262.1716,0
5269.317,113.4963,0
8144.822,187.4055,0
7777.81,300.7708,0
7193.982,233.5281,0
7133.234,188.5017,0
7580.071,256.8035,0
7574.986,303.2161,0
5744.046,55.11865,0
6606.456,238.46,0
7698.386,291.782,0
7347.79,233.8401,0
7359.135,373.6733,0
7341.68,230.9885,0
7840.962,439.1123,0
6594.746,166.2468,0
8015.411,376.3708,0
7640.074,390.1025,0
7265.303,325.823,0
7404.209,282.7813,0
7585.303,337.1963,0
7934.391,471.4302,0
7498.919,317.5391,0
7765.668,450.875,0
7235.845,315.5447,0
6977.973,122.1484,0
7846.827,205.9497,0
8289.577,386.7732,0
7673.888,209.1838,0
7533.816,383.5708,0
6002.092,230.1819,0
7302.688,258.0364,0
6242.303,62.6084,0
7639.194,290.7966,0
7514.613,264.9167,0
7006.629,226.7527,0
7594.082,283.6445,0
6067.67,152.0664,0
6769.967,274.1978,0
5966.101,135.4458,0
5212.61,159.0681,0
6905.877,141.1985,0
7101.014,226.6799,0
7601.187,278.7952,0
8351.242,358.439,0
7960.414,344.9146,0
7942.747,388.2927,0
7675.32,228.4829,0
8121.528,489.4734,0
7769.655,282.7009,0
6100.726,125.123,0
7810.433,348.6655,0
6534.885,270.4065,0
7491.861,186.5447,0
6989.685,160.9219,0
7542.119,276.356,0
7690.699,218.626,0
8029.313,228.0828,0
6988.85,215.4275,0
7677.75,357.3447,0
7111.758,388.1628,0
7639.144,311.886,0
7243.402,166.9094,0
7376.786,293.5583,0
6192.147,146.7673,0
7561.813,271.9377,0
8088.821,239.5969,0
7507.41,311.8367,0
5924.999,128.7561,0
7569.785,293.2668,0
8129.559,238.6755,0
7697.307,275.0977,0
7132.933,362.3447,0
7801.049,309.4343,0
7822.311,363.5547,0
7631.573,314.0779,0
6949.249,212.1982,0
8344.944,331.248,0
7330.877,273.323,0
8042.769,378.0728,0
6754.125,274.2646,0
7981.969,442.3372,0
7766.174,412.8652,0
7584.305,386.447,0
7518.487,145.3027,0
8087.87,437.6047,0
7544.463,276.9475,0
8128.145,400.5911,0
5729.284,33.54883,0
7793.444,277.3726,0
8277.037,499.1094,0
6673.612,140.7952,0
8027.105,459.2363,0
8000.57,388.5593,0
7612.705,290.4631,0
7089.365,195.219,0
7893.081,265.0735,0
8152.402,273.1042,0
8254.414,381.8196,0
6903.988,353.1418,0
7329.741,186.3823,0
7460.495,251.7124,0
7981.334,303.4453,0
8014.863,245.6003,0
7464.081,347.959,0
7887.152,326.0486,0
7544.645,293.3157,0
7731.791,329.8618,0
7495.231,306.8105,0
7574.702,504.915,0
6654.921,356.8179,0
7316.012,177.9082,0
7771.674,233.6396,0
7152.198,327.6406,0
5909.493,223.5146,0
7874.213,300.9077,0
8102.858,366.8357,0
7678.358,310.8418,0
8148.346,456.3853,0
6646.043,214.8208,0
7783.472,365.0188,0
7815.961,373.2373,0
7686.197,224.9373,0
7326.967,242.2351,0
7192.874,229.3569,0
7678.572,255.0332,0
7377.322,333.53,0
7321.001,263.9956,0
5972.538,162.1538,0
6744.658,160.1968,0
7780.258,212.2461,0
8001.418,553.1262,0
7015.008,232.2256,0
7872.054,453.5686,0
7951.01,297.8372,0
7527.321,324.989,0
7307.053,318.9763,0
7252.995,287.6008,0
7808.055,339.8845,0
7130.755,269.9607,0
6668.541,118.4058,0
7772.599,252.3506,0
7161.213,248.8135,0
5316.664,81.63794,0
7622.164,391.0962,0
7792.308,346.3159,0
7416.979,257.7947,0
7353.307,337.1379,0
6335.378,192.5725,0
6746.104,159.9443,0
7380.513,315.1584,0
7395.57,256.5222,0
8036.89,273.6082,0
8112.609,231.6709,0
8030.64,240.4504,0
8301.47,452.0156,0
6962.361,280.3945,0
6131.122,58.7395,0
7870.804,328.0044,0
7509.439,165.5029,0
5349.264,103.2705,0
7360.774,265.6677,0
5832.139,109.7517,0
7552.463,347.7534,0
7550.877,236.1008,0
7466.029,252.657,0
7322.678,282.7698,0
6039.879,130.9341,0
8035.985,356.6689,0
6574.151,305.2363,0
5728.747,167.7639,0
7703.107,325.8159,0
8009.451,290.928,0
7563.151,225.8201,0
7909.999,268.0017,0
7826.208,264.1079,0
7139.968,192.4482,0
6967.942,310.1072,0
7012.49,217.3989,0
7637.36,308.228,0
7584.156,208.5828,0
7149.768,262.7236,0
7273.318,240.0166,0
7821.586,179.3018,0
6772.213,85.57715,0
6930.94,132.9622,0
7551.29,237.9744,0
7291.32,273.9417,0
7132.167,193.7896,0
7533.323,279.2441,0
5173.625,84.48413,0
7089.772,108.074,0
7434.568,221.627,0
7525.856,193.1563,0
5499.088,98.42358,0
6253.687,240.688,0
6426.838,210.0786,0
6608.74,186.3083,0
7435.58,273.4509,0
6167.2,204.292,0
7115.476,221.2075,0
6755.824,189.5085,0
7689.598,407.3958,0
8013.196,335.0242,0
5266.478,178.7456,0
7733.469,278.2778,0
6956.966,233.2512,0
7819.336,305.7166,0
7538.934,216.1128,0
8171.789,298.7715,0
6646.871,231.199,0
8013.953,187.6377,0
7643.458,367.9192,0
5750.364,201.6414,0
5532.77,40.37476,0
7776.695,248.5432,0
7281.541,311.4475,0
5420.191,156.3506,0
7017.52,302.4385,0
6879.022,167.8926,0
7054.705,223.5774,0
5257.786,19.69678,0
8178.079,194.1021,0
7851.15,267.7144,0
7361.226,259.6733,0
7800.322,294.0933,0
7714.619,150.5095,0
7704.507,85.36523,0
6036.974,118.8052,0
6757.652,145.8911,0
5188.349,13.34058,0
7757.442,192.3435,0
7548.297,279.0442,0
7660.419,239.5476,0
7791.525,270.2798,0
8121.35,308.9258,0
7547.43,268.6455,0
5570.145,72.63257,0
7454.708,297.3296,0
7732.826,159.5715,0
8142.828,399.1577,0
8015.532,431.1396,0
6663.952,214.3057,0
5214.967,160.9124,0
6917.938,322.4771,0
7139.943,151.2781,0
7647.543,264.0911,0
7268.835,253.7312,0
7483.21,287.042,0
6468.541,204.8953,0
6525.148,199.7131,0
7292.897,384.4907,0
5682.457,82.75562,0
6762.142,205.8311,0
7738.119,199.6194,0
7624.53,350.2185,0
8011.438,289.8638,0
7340.224,377.7566,0
7599.567,547.106,0
6919.503,165.6497,0
7757.901,217.4971,0
8051.761,365.8196,0
8006.886,283.9109,0
6603.424,264.7661,0
7976.215,466.8118,0
8015.155,397.6887,0
7661.138,262.655,0
8015.035,329.6687,0
7221.23,103.946,0
7770.536,173.0833,0
7401.458,376.616,0
7168.156,235.9197,0
7217.533,353.0198,0
7806.37,314.3296,0
5091.665,76.42505,0
7147.282,2295.0,
7548.75,306.5693,0
7361.118,341.875,0
7546.88,332.8066,0
7830.761,311.3159,0
6768.161,231.501,0
7610.624,380.394,0
7536.76,274.9094,0
8057.993,420.3726,0
7362.31,291.0615,0
5811.453,174.4822,0
7629.79,326.4832,0
7629.379,268.7527,0
6610.004,143.8672,0
7388.101,367.0925,0
7095.96,87.84155,0
6482.685,154.6831,0
7742.593,211.3767,0
5634.416,26.27124,0
6613.218,107.7444,0
7901.375,439.1445,0
7659.504,291.4792,0
8161.622,423.2034,0
6537.645,340.8953,0
7656.897,191.4885,0
7849.489,376.3757,0
8192.563,461.4666,0
6821.584,191.6174,0
7491.326,358.6721,0
7420.166,253.8992,0
6858.64,242.1194,0
6853.092,120.6697,0
7149.363,208.9971,0
6349.936,189.5391,0
7670.897,331.3164,0
5311.842,54.67871,0
7324.535,295.0869,0
4952.807,127.1636,0
8076.326,250.7649,0
5661.499,136.2449,0
6836.458,243.3779,0
5384.416,113.1604,0
7532.777,281.585,0
7308.275,297.7017,0
7861.211,261.4358,0
7081.564,278.0212,0
7362.47,187.6726,0
6783.1,170.0898,0
8009.645,290.2141,0
7098.388,186.3157,0
7339.258,233.74,0
7841.916,360.5071,0
6093.076,203.2051,0
7994.97,364.3701,0
6927.364,242.884,0
6787.863,139.1892,0
7384.54,246.0225,0
5070.188,8.794678,0
7559.034,293.8782,0
6916.737,296.6191,0
6043.252,114.9968,0
8110.789,304.6663,0
7534.623,336.3599,0
7626.758,302.6741,0
6188.709,75.67773,0
7310.283,336.2083,0
7476.373,171.3918,0
7686.08,266.1328,0
8303.436,374.8447,0
5728.048,147.9207,0
6991.839,230.7004,0
7861.298,208.7664,0
6980.397,201.9939,0
7300.762,311.6692,0
7556.906,295.509,0
7780.593,299.6169,0
7411.364,118.9736,0
5765.333,114.1172,0
7731.879,307.457,0
7499.319,199.0139,0
6916.493,308.645,0
6337.135,81.76245,0
5568.904,76.25195,0
7304.813,173.1169,0
7303.077,271.3271,0
