Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Promin
9161.439,483.7808,0
8868.031,393.2026,0
8666.47,458.6934,0
9019.051,404.3208,0
8701.746,353.269,0
7293.212,245.8628,0
6612.492,43.52295,0
8713.745,289.6021,0
8974.821,354.0234,0
8806.818,453.9644,0
6497.065,223.6816,0
9289.649,455.481,0
7853.513,197.4661,0
8055.173,343.0547,0
7938.044,321.02,0
5984.287,225.0623,0
8649.519,384.8594,0
8690.035,272.2212,0
7067.661,220.2913,0
8936.034,262.8213,0
8654.462,288.2505,0
7511.452,267.2803,0
6420.035,134.2622,0
6290.488,136.0457,0
7785.724,295.7664,0
8672.094,387.812,0
7020.799,187.9551,0
8845.187,413.4487,0
6179.562,182.6143,0
8860.26,410.0518,0
6421.469,177.863,0
8914.329,313.0674,0
8933.152,274.5259,0
8160.597,327.9121,0
8830.045,393.5576,0
8817.572,397.1968,0
6137.739,44.38281,0
8201.479,342.7983,0
8756.389,385.0767,0
5758.26,133.7639,0
5742.328,112.8447,0
9314.985,338.0439,0
6631.852,160.885,0
9095.642,471.645,0
8886.205,324.6201,0
9170.365,338.5469,0
8317.188,364.2046,0
7202.615,265.2908,0
8878.958,377.4429,0
8952.115,379.8643,0
6096.967,129.9592,0
5814.554,126.3848,0
8202.437,281.5771,0
8491.957,341.3882,0
5757.879,158.395,0
8192.812,197.6372,0
8956.897,381.4878,0
8658.621,384.4771,0
7065.034,270.5925,0
8438.511,380.2026,0
6037.365,93.90454,0
6152.105,145.5684,0
8622.258,449.0654,0
8855.469,476.8701,0
8940.849,380.8047,0
8386.015,339.2412,0
8826.055,414.2969,0
8695.503,400.3354,0
7639.336,312.8828,0
8779.166,364.2886,0
6103.265,68.79126,0
8871.828,428.6509,0
8520.082,329.9644,0
7283.606,247.2573,0
7011.086,184.136,0
8623.411,419.8711,0
8470.154,326.1836,0
8208.25,239.5471,0
8918.107,243.5596,0
8938.548,471.8096,0
8018.983,226.8296,0
5834.347,60.00073,0
8227.329,394.3403,0
9136.905,366.8926,0
8338.146,190.8428,0
8701.471,513.8169,0
7946.074,254.4695,0
6475.56,27.11646,0
6900.102,216.1292,0
7490.523,168.7031,0
6690.834,161.5872,0
8133.96,234.105,0
8525.994,312.4517,0
7461.708,297.3828,0
8882.478,385.4038,0
6825.365,287.3357,0
7909.512,323.2253,0
5965.756,1.693604,0
8836.714,484.0029,0
8068.31,307.6121,0
8525.639,367.4102,0
5867.407,130.127,0
6303.875,186.8696,0
6461.487,173.4875,0
8587.684,483.7446,0
8930.94,324.085,0
8694.027,319.9844,0
7589.915,235.3713,0
6368.771,162.5625,0
8538.84,436.8022,0
8766.882,284.0547,0
5827.602,59.91724,0
6371.945,172.7375,0
7059.896,188.5674,0
8721.166,311.6396,0
9064.518,410.1299,0
6808.074,145.9028,0
5894.33,85.9231,0
8961.486,383.6553,0
8135.093,400.1611,0
8873.019,540.3267,0
8562.226,368.6411,0
5806.991,145.2068,0
5739.986,118.0701,0
6249.404,79.42896,0
7331.438,145.3643,0
8842.442,443.7134,0
6286.709,53.13428,0
9102.305,404.4829,0
5966.579,209.1157,0
8490.42,418.8208,0
8530.791,303.9175,0
8032.981,358.6372,0
8351.063,339.1445,0
6818.674,100.5842,0
8670.824,336.0474,0
9127.097,395.3716,0
7311.988,206.7249,0
5941.785,56.1748,0
6186.996,147.2297,0
7318.395,161.9934,0
7583.649,314.7537,0
8347.24,368.9482,0
8799.493,427.2314,0
6421.479,194.4675,0
6013.342,110.0818,0
6777.521,281.8811,0
8975.29,348.2788,0
6355.2,142.613,0
8882.095,324.6025,0
6314.16,95.47314,0
8890.601,382.6792,0
8472.06,349.4717,0
8307.442,270.541,0
8883.6,326.0781,0
7616.33,175.3669,0
9222.08,362.4971,0
6321.118,189.9968,0
8744.98,269.9248,0
9040.508,568.3745,0
5792.432,64.67212,0
8689.143,365.5376,0
6207.9,120.2632,0
9100.537,395.0913,0
8913.336,352.8223,0
8330.326,267.1582,0
6788.198,31.38403,0
8887.593,280.3013,0
8053.65,212.3357,0
6243.515,113.6274,0
8582.111,557.4292,0
6351.155,170.7324,0
7060.673,128.0991,0
5810.864,134.4543,0
6121.707,176.4001,0
8790.017,279.4854,0
8615.422,317.2275,0
8533.145,308.7285,0
8371.053,295.4834,0
7545.271,192.2039,0
8674.069,413.5869,0
8826.723,457.5674,0
8893.079,342.749,0
8243.422,339.2053,0
9013.327,512.7715,0
