Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Promin
8621.459,425.0327,0
8117.322,272.0046,0
8441.24,235.5103,0
8003.541,257.0876,0
8057.57,270.6563,0
8691.652,434.7881,0
8061.973,370.782,0
8042.464,286.4773,0
8101.96,444.0649,0
16581.65,697.0732,1
7337.105,193.1565,0
7788.509,185.0894,0
8082.443,246.4966,0
7511.487,116.8569,0
8349.947,376.249,0
7846.113,343.1611,0
8110.649,313.5601,0
6789.467,219.9829,0
15724.6,902.1636,1
8185.327,256.5076,0
6543.681,117.0369,0
7316.54,282.009,0
8305.452,317.2646,0
8469.948,425.395,0
8215.758,378.1399,0
8361.557,447.2539,0
8236.2,448.5288,0
7945.05,373.2122,0
7527.547,250.8425,0
7878.765,321.6655,0
7171.263,332.5042,0
7864.147,342.5146,0
7611.382,270.4414,0
8395.588,134.7271,0
8183.458,353.7681,0
7055.473,163.5654,0
7916.107,229.7673,0
7986.12,273.4417,0
7225.549,199.1819,0
8073.76,281.5774,0
8200.047,251.0068,0
8420.208,310.3115,0
8092.05,313.9587,0
7390.061,390.2471,0
8093.964,399.2974,0
6691.26,258.002,0
8156.732,244.7415,0
7650.034,341.8752,0
7897.06,361.1533,0
15948.1,878.5313,1
7777.631,357.605,0
8152.105,284.3689,0
7903.236,283.2549,0
8333.402,306.8423,0
8507.075,286.1797,0
8759.393,7388.0,
7983.82,302.4285,0
8114.449,343.3508,0
7082.836,220.1665,0
8363.137,336.8916,0
8292.183,327.7681,0
7348.927,335.3511,0
7111.064,191.2119,0
7791.588,308.7095,0
7416.879,214.3926,0
8139.919,227.0273,0
7042.481,246.3657,0
8558.677,288.6577,0
7759.921,227.0061,0
6400.07,243.0708,0
6822.326,143.1423,0
8261.899,354.6221,0
7732.654,326.3931,0
8551.896,361.0142,0
8297.858,254.5747,0
7695.287,345.6707,0
8456.575,337.2822,0
8167.683,258.0251,0
8183.398,324.9395,0
7917.681,318.928,0
7684.903,254.3098,0
6075.373,95.13818,0
8759.886,319.2798,0
8374.553,296.3149,0
8182.836,313.3523,0
16123.94,864.126,1
6270.739,97.61426,0
8521.607,574.5239,0
7765.438,310.2493,0
8181.398,479.6125,0
7811.855,307.0298,0
7332.2,237.7454,0
7938.836,346.5681,0
7740.554,160.8875,0
7911.556,360.1438,0
6145.458,153.7009,0
8790.561,378.7725,0
6239.551,217.8765,0
8799.164,273.0791,0
7951.655,279.4902,0
8123.589,273.1453,0
8279.461,272.8789,0
7040.087,311.1255,0
8331.763,404.8555,0
7962.992,351.938,0
8047.322,322.2158,0
6423.411,208.0769,0
8186.478,191.0732,0
8378.125,332.0703,0
6067.113,98.6145,0
8294.721,349.7085,0
7023.77,186.4272,0
8441.355,434.9868,0
8040.656,287.1946,0
8204.569,265.4185,0
8154.548,164.9565,0
7962.381,263.7556,0
8119.888,316.4839,0
6698.881,129.5144,0
7572.725,250.5354,0
6965.2,154.302,0
7606.625,387.78,0
7991.926,347.1096,0
6151.946,14.27539,0
6251.628,148.1675,0
7405.044,217.5383,0
7578.472,299.613,0
7336.168,157.3372,0
8049.656,385.3589,0
8084.704,364.4797,0
8395.033,544.75,0
6502.165,249.9287,0
7908.05,307.25,0
7691.292,270.1516,0
7307.415,229.6323,0
8789.597,414.4258,0
6907.267,214.8503,0
8055.018,317.7883,0
6734.479,267.1431,0
8163.598,213.03,0
7633.743,337.5798,0
7786.801,199.3662,0
8348.959,483.2856,0
7295.909,222.6082,0
8052.081,210.0093,0
8240.432,413.8564,0
6591.89,172.0737,0
7406.86,391.3767,0
8176.141,274.7664,0
8520.115,367.2759,0
8262.104,190.1733,0
7682.859,233.6138,0
8339.206,283.5654,0
7982.255,244.7185,0
6488.372,190.9736,0
7715.282,102.8989,0
