Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Psever
1515.456,301.5944,0
1617.184,378.6946,0
1550.606,338.9761,0
1462.822,396.9355,0
1483.224,408.5242,0
1535.414,423.5588,0
1489.545,307.2219,0
1472.964,358.84,0
1562.309,369.2391,0
1412.228,368.6011,0
1577.347,353.3727,0
1462.036,260.8268,0
1495.241,375.7931,0
1591.504,338.6703,0
1460.42,367.7064,0
1494.733,354.5237,0
1558.175,412.6943,0
1499.325,372.5292,0
1526.944,387.5093,0
1654.719,321.6898,0
1590.226,454.5969,0
1493.447,380.7013,0
1597.214,361.7065,0
1432.491,424.1362,0
1529.998,367.3141,0
1553.185,437.105,0
1472.549,449.6223,0
1533.821,388.0907,0
1550.779,368.5085,0
1554.229,332.1786,0
1529.475,414.5859,0
1558.971,339.4368,0
1457.217,401.201,0
1456.789,363.0211,0
1552.915,338.7864,0
1503.297,370.6057,0
1536.656,369.723,0
1593.82,326.339,0
1452.818,422.0445,0
1550.088,372.2601,0
1428.919,372.5549,0
1494.52,400.1136,0
1401.54,386.398,0
1526.455,365.9092,0
1539.165,345.6834,0
1502.796,343.0245,0
1511.572,370.2022,0
1540.693,382.2335,0
1470.822,366.9362,0
1644.46,362.7106,0
1528.858,353.9987,0
1536.834,391.0404,0
1518.204,404.0565,0
1563.398,350.0243,0
1519.267,386.3824,0
1549.674,404.4018,0
1603.617,405.6261,0
1500.264,380.9149,0
1509.123,384.8735,0
1462.005,390.1374,0
1494.421,345.9885,0
1535.008,397.3927,0
1500.055,338.988,0
1549.632,404.7531,0
1497.877,355.3325,0
1516.149,348.1931,0
1567.394,323.3815,0
1463.959,370.3645,0
1396.318,344.0928,0
1493.099,350.6804,0
1565.562,333.2797,0
1535.241,346.2841,0
1500.116,442.1854,0
1450.717,405.6333,0
1556.246,347.5901,0
1604.227,411.0121,0
1579.99,324.8982,0
1620.073,425.0247,0
1543.571,382.1353,0
1550.111,390.5691,0
1469.864,381.899,0
1535.236,358.6201,0
1551.144,411.4077,0
1557.159,307.3674,0
1521.207,374.3893,0
