Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Erisin
5480.182,309.5166,0
5230.132,314.749,0
5357.516,233.6709,0
5848.66,180.4038,0
5422.844,235.6887,0
5432.666,148.9084,0
5691.372,263.5059,0
5618.608,268.7046,0
5048.713,234.1345,0
5593.294,322.575,0
5214.479,338.1716,0
5114.756,291.0085,0
5503.022,262.4807,0
5748.128,308.8274,0
5597.786,195.5901,0
5653.917,266.7153,0
5361.957,220.6987,0
6118.141,341.3162,0
5529.75,260.2439,0
5813.737,309.5369,0
5495.805,242.1975,0
5564.528,354.9197,0
5775.616,384.6479,0
5574.918,402.7305,0
5171.509,335.8333,0
5360.222,358.7051,0
5245.246,364.147,0
4955.343,257.3816,0
5576.74,330.5215,0
5489.962,253.3933,0
5422.545,235.978,0
5452.487,211.4727,0
5590.086,281.083,0
5606.175,322.8279,0
5509.388,325.1384,0
5600.062,331.6147,0
5457.958,329.4216,0
5379.803,374.9802,0
5492.448,290.9421,0
5583.79,257.2781,0
5708.536,462.4099,0
6075.472,419.0225,0
4968.382,277.4753,0
5423.317,260.334,0
5278.903,363.7039,0
5466.238,232.5063,0
5557.86,258.7417,0
5128.16,179.03,0
5686.884,256.1814,0
5203.117,361.7368,0
5549.584,272.9648,0
5784.075,229.8049,0
5227.152,217.064,0
5943.5,433.5657,0
5721.455,291.0564,0
5426.018,334.7234,0
5489.582,334.8579,0
5726.356,393.6328,0
5975.088,341.9956,0
5545.461,335.249,0
5076.745,283.926,0
5557.401,380.8652,0
5801.112,286.8591,0
5577.107,458.5583,0
5646.109,402.2268,0
5118.462,277.7759,0
5114.916,301.6023,0
5460.28,328.2693,0
5396.926,346.0076,0
5236.398,280.7874,0
5378.397,256.832,0
5707.189,311.2041,0
5703.786,307.3398,0
5463.272,325.1804,0
5304.1,265.1331,0
5549.648,348.1262,0
5514.532,306.5588,0
5272.109,242.105,0
5672.696,213.5298,0
5343.705,289.9792,0
4931.349,336.4678,0
5639.125,221.4131,0
5663.603,366.0215,0
5664.818,389.2646,0
5103.213,326.0271,0
5501.357,385.0425,0
5679.832,343.3582,0
5610.158,336.3862,0
5311.863,246.4141,0
5406.928,306.584,0
6187.366,351.0203,0
5449.388,389.825,0
5794.257,373.488,0
5139.067,206.2847,0
5307.637,316.9387,0
5022.132,239.4546,0
5538.289,278.2058,0
5633.69,215.2937,0
5218.998,278.312,0
5997.807,375.491,0
5536.715,326.0869,0
5346.887,205.406,0
5712.485,225.0432,0
5315.962,218.644,0
5246.06,237.9167,0
6023.922,331.4014,0
5286.439,371.3882,0
5081.06,227.3962,0
5775.816,358.2749,0
5505.812,326.4043,0
5298.561,247.54,0
5674.618,221.3074,0
5201.303,267.6792,0
5563.159,277.4617,0
5695.301,312.6855,0
5747.213,340.8811,0
5158.529,395.8867,0
5501.799,308.2861,0
5015.328,270.9133,0
5336.583,294.8718,0
5297.892,358.1868,0
5699.793,328.8616,0
5100.811,307.1104,0
5268.461,352.7595,0
5682.326,256.5034,0
5775.709,244.2881,0
5194.828,374.2766,0
5737.612,190.4773,0
5527.56,223.9697,0
5580.523,151.2261,0
5532.782,345.8313,0
5434.665,294.7668,0
5233.241,299.2876,0
5377.37,147.6951,0
5441.012,293.7932,0
5655.39,275.9712,0
5547.603,218.4834,0
5554.534,327.4058,0
5515.503,338.4617,0
5575.789,262.6941,0
5396.715,372.8792,0
5129.863,248.7358,0
6194.214,371.1897,0
5769.335,291.1711,0
5760.348,254.6514,0
5186.485,342.0637,0
5576.837,331.4146,0
5491.7,305.0015,0
5881.754,246.7344,0
5771.041,400.5178,0
5301.713,278.2983,0
5705.042,310.1655,0
