Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Hemsan,
2165,639,320,5332,0,
2157,685,313,4984,0,
2156,198,338,2687,0,
2454,586,250,203,0,
2287,788,292,0326,0,
2190,483,312,7269,0,
2071,987,281,7721,0,
2147,412,429,59,0,
2348,546,229,6051,0,
2232,183,315,4935,0,
2322,912,288,4413,0,
2092,986,374,9412,0,
2375,131,307,8105,0,
2343,919,301,9493,0,
2252,034,280,6223,0,
2126,846,347,7191,0,
2251,764,280,2722,0,
2172,803,323,1702,0,
2276,149,313,889,0,
2268,398,319,7106,0,
2240,21,285,8444,0,
2132,516,293,4425,0,
2120,84,340,3372,0,
2183,134,289,689,0,
2106,022,377,1787,0,
2136,6,280,6669,0,
2103,608,362,8099,0,
2170,946,327,3245,0,
2311,425,318,3456,0,
2236,721,359,0137,0,
2342,312,391,9579,0,
2272,601,218,0868,0,
2190,964,305,621,0,
2222,951,343,9446,0,
2070,556,367,8248,0,
2090,273,361,9235,0,
2264,365,246,9703,0,
2117,031,375,0001,0,
2189,405,254,2762,0,
2247,207,363,3522,0,
2155,617,314,2891,0,
2181,138,259,4277,0,
2102,077,349,3069,0,
2117,029,334,3732,0,
2210,777,202,3278,0,
2290,036,278,9907,0,
2333,558,301,8505,0,
2168,062,393,6172,0,
2325,571,225,7111,0,
2305,093,310,3945,0,
2133,885,332,541,0,
2179,262,321,8768,0,
2196,537,261,4437,0,
2055,498,320,1564,0,
2215,172,293,4812,0,
2174,944,315,3853,0,
2294,411,311,4086,0,
2195,924,309,7954,0,
2102,916,329,3125,0,
2088,829,294,6436,0,
2317,839,279,6425,0,
2113,144,408,0052,0,
2283,753,324,7058,0,
2169,015,328,6985,0,
2165,068,319,5187,0,
2124,595,307,6263,0,
2273,298,331,5616,0,
2239,548,288,4955,0,
2179,125,341,9628,0,
2319,331,348,4418,0,
2148,473,297,4435,0,
2165,959,306,0944,0,
2206,902,268,2422,0,
2189,103,355,106,0,
2229,316,320,5009,0,
2130,224,321,1671,0,
2210,32,330,3242,0,
2185,466,348,8356,0,
2142,479,364,0748,0,
2196,507,267,238,0,
2131,944,366,5876,0,
2171,004,336,8481,0,
2169,859,300,4657,0,
2320,7,283,2042,0,
2183,661,265,3613,0,
2141,404,294,0992,0,
2239,19,299,4939,0,
2153,102,353,3599,0,
2242,969,345,2617,0,
2211,293,318,8025,0,
2206,555,360,451,0,
2153,463,304,9861,0,
2174,166,276,7991,0,
2184,558,409,5776,0,
2248,469,335,1899,0,
2108,478,208,5765,0,
2183,953,336,2405,0,
2193,116,327,6536,0,
2171,033,309,2737,0,
2162,678,299,4406,0,
2229,23,331,8055,0,
2093,831,425,8527,0,
2436,736,325,6622,0,
2334,26,266,1002,0,
2150,78,308,0939,0,
2148,96,327,5803,0,
2133,439,316,4874,0,
2244,409,309,0693,0,
2245,226,294,7366,0,
2216,291,261,3663,0,
2172,113,354,7539,0,
2248,727,415,3104,0,
2116,067,302,6526,0,
2204,925,334,9429,0,
2285,591,332,3214,0,
2222,654,307,9395,0,
2345,319,269,9224,0,
2117,148,348,2765,0,
2194,351,377,1482,0,
2209,372,289,4277,0,
