Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Calsap
8043.154,298.8284,0
8167.236,207.1694,0
7952.8,200.5088,0
7733.168,382.9805,0
7926.913,314.073,0
8176.065,262.4336,0
7876.75,293.7974,0
8369.193,236.4043,0
7987.475,396.0366,0
7844.292,346.8589,0
7969.431,211.4575,0
7798.582,246.7065,0
7988.701,304.1797,0
8307.418,210.9656,0
7899.605,254.0547,0
8003.722,352.6953,0
8085.655,193.926,0
7985.312,272.7192,0
8186.559,328.6611,0
8131.389,206.0762,0
8163.397,339.2939,0
8058.107,373.6106,0
8073.868,336.5911,0
7867.152,305.3237,0
7755.561,247.3708,0
7879.276,342.1033,0
8148.028,275.0352,0
8008.35,304.2034,0
7838.897,285.2722,0
8062.398,234.2383,0
8008.217,154.2502,0
8244.249,300.4429,0
8515.661,175.9219,0
8025.146,299.4668,0
7862.115,256.4856,0
8057.523,207.2964,0
8145.972,167.0203,0
8227.672,273.6306,0
8166.719,403.0933,0
8132.452,231.3218,0
7553.215,347.5317,0
7951.024,325.8281,0
8074.954,378.3997,0
8144.097,141.9836,0
8212.71,272.4136,0
8085.858,311.511,0
7997.189,293.1772,0
8086.923,457.9243,0
8150.454,333.302,0
8288.885,270.8167,0
7937.966,324.4197,0
7929.267,261.6953,0
7748.725,423.7112,0
8149.066,191.1057,0
8250.594,278.6145,0
8373.028,205.1514,0
8055.29,307.8467,0
8179.996,305.762,0
7711.133,297.0381,0
8247.905,200.7603,0
8265.423,224.0166,0
7959.886,261.4961,0
7880.225,294.1904,0
8023.188,399.5291,0
8016.395,254.1765,0
8054.795,383.3481,0
8107.548,200.1162,0
7815.531,382.8645,0
8090.218,203.676,0
7889.463,329.5254,0
7956.303,417.6934,0
8089.661,92.61133,0
7867.433,365.3677,0
8038.589,181.4524,0
7976.9,344.541,0
7849.891,367.1492,0
7745.815,413.2439,0
8092.902,299.1904,0
8038.167,249.4285,0
8229.501,322.9795,0
8023.075,337.26,0
7935.013,307.7473,0
7941.272,338.1133,0
8279.34,277.7305,0
8255.771,185.9307,0
7980.397,281.8992,0
8227.212,202.3384,0
7854.696,235.7693,0
8160.074,249.9224,0
7837.915,317.5198,0
7874.208,390.9561,0
8100.35,215.7505,0
8224.41,288.7898,0
8027.585,386.2073,0
7966.59,291.5718,0
8066.991,318.1704,0
8200.18,216.0486,0
8070.986,330.4915,0
7736.644,341.4795,0
8106.677,238.2969,0
7883.356,363.4951,0
8068.687,165.9158,0
8102.496,196.5229,0
7993.042,250.6182,0
8156.897,205.512,0
8185.204,305.4355,0
8249.808,281.3059,0
8161.805,291.9417,0
8098.288,272.9736,0
8133.612,328.0466,0
8007.513,221.9077,0
8146.273,170.7048,0
8235.633,219.4204,0
8137.496,288.3191,0
8084.771,451.6721,0
7910.514,263.5566,0
7898.487,413.6838,0
8189.688,282.4329,0
8194.866,317.1975,0
7982.068,266.3711,0
7924.13,349.7593,0
7968.645,397.2666,0
8241.765,320.7073,0
8209.704,214.6572,0
8205.1,266.8328,0
7838.277,329.7771,0
7986.504,165.2578,0
8112.596,289.7546,0
8097.582,241.3159,0
8261.585,277.0737,0
8227.525,201.2354,0
8077.171,351.8962,0
7925.447,250.3965,0
7935.093,335.6736,0
7841.438,273.688,0
8147.184,214.7898,0
8970.523,299.002,0
7902.222,270.1692,0
8210.669,421.1741,0
8101.3,197.5,0
7823.425,340.196,0
8376.448,111.5894,0
8229.404,323.5696,0
8032.989,388.5947,0
8137.053,292.5149,0
8102.051,288.6809,0
8056.298,318.0583,0
7995.46,406.4578,0
8035.959,269.7688,0
8167.66,256.6167,0
7981.22,305.2798,0
8082.659,236.3572,0
8145.958,266.2063,0
8153.539,370.823,0
8060.04,207.7085,0
7942.941,251.1848,0
8044.179,272.3035,0
8069.55,217.3657,0
7834.57,283.1416,0
8144.369,447.8164,0
7839.502,482.2688,0
7931.947,343.9438,0
7864.164,328.916,0
7896.118,296.1453,0
8021.275,220.3635,0
8280.761,87.84546,0
7833.305,138.8374,0
7903.302,150.9446,0
7852.875,282.45,0
8032.847,209.7095,0
7817.281,337.1455,0
8060.896,142.4846,0
7893.29,356.9043,0
8032.165,318.7693,0
8283.896,215.9973,0
8003.656,279.1465,0
8048.582,255.532,0
8188.16,151.3455,0
8111.083,361.8582,0
8308.448,192.241,0
7959.194,324.718,0
8006.54,306.9636,0
7837.201,278.728,0
8195.873,279.947,0
8005.463,290.7559,0
8296.448,180.7192,0
8066.845,152.4587,0
7711.688,261.1921,0
7760.611,246.1794,0
7903.018,299.6934,0
8217.045,305.5381,0
8056.327,270.2603,0
8092.381,389.0115,0
8096.605,366.4851,0
8008.104,367.104,0
8133.526,211.4097,0
8010.282,236.2817,0
8003.167,129.4309,0
8299.472,27.37329,0
7989.38,290.7361,0
8335.073,239.2241,0
8196.371,297.1484,0
7946.662,197.0168,0
8096.737,203.2109,0
7908.56,407.3555,0
8007.155,162.415,0
8105.369,244.4956,0
7886.913,407.4736,0
8080.654,275.9443,0
8160.051,275.9634,0
8002.207,265.5867,0
8111.56,220.8604,0
8107.218,315.4932,0
8089.535,246.9932,0
8017.359,300.0859,0
8116.982,228.5515,0
8024.518,288.7905,0
7931.819,346.4973,0
8287.99,337.2009,0
8200.081,264.4587,0
8143.004,356.9299,0
8067.227,226.7275,0
8010.808,146.9058,0
8322.738,298.5342,0
7952.648,324.2744,0
8130.802,274.5928,0
8019.454,216.5911,0
7963.127,343.334,0
7892.743,318.8064,0
8956.67,277.7749,0
7963.015,268.1443,0
8016.38,352.3081,0
8094.055,389.0833,0
8674.874,354.418,0
8047.308,381.4089,0
8010.371,257.9944,0
7954.882,291.8613,0
7889.582,415.7471,0
