Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Calsap
6735.715,168.4006,0
7898.561,131.5994,0
6795.962,220.4377,0
7638.617,110.0396,0
7822.82,185.2483,0
7379.238,233.9661,0
7808.446,301.9834,0
7681.476,360.7573,0
7560.932,238.2405,0
7503.801,269.7815,0
7599.69,261.5503,0
7788.55,295.5535,0
7494.518,383.9739,0
7328.593,101.0569,0
7210.955,248.9897,0
7496.288,379.7898,0
7752.268,268.0613,0
6555.954,176.8469,0
7916.174,156.9426,0
7782.105,206.5354,0
6714.386,90.39307,0
7150.973,287.175,0
6164.127,138.6294,0
7331.915,219.5178,0
7482.788,438.9429,0
7568.235,204.6245,0
6212.488,108.4702,0
7624.045,143.0693,0
7574.423,177.7881,0
7044.237,137.1543,0
7784.05,182.8091,0
7441.545,98.06421,0
7340.653,203.6646,0
6040.653,226.3975,0
6581.188,159.0962,0
6930.364,214.6731,0
7414.975,133.5029,0
7818.76,258.6074,0
7669.936,254.2061,0
7572.317,276.7234,0
7867.285,252.2454,0
6408.955,133.8047,0
7090.553,71.45239,0
6541.449,163.8096,0
6707.275,195.7925,0
7107.964,53.04785,0
6667.274,207.1091,0
7916.351,321.1953,0
7359.41,220.2712,0
7617.132,285.5557,0
6330.724,197.979,0
7635.661,260.0571,0
7711.852,231.4536,0
6415.147,230.8943,0
7584.433,263.9778,0
7699.657,195.959,0
7360.14,186.5044,0
7783.926,255.9314,0
7663.641,247.0413,0
7295.23,217.5,0
7550.846,239.7549,0
7692.651,194.7932,0
7581.481,188.9077,0
7666.733,252.5811,0
7101.545,226.8896,0
7166.042,311.2002,0
7570.823,244.9648,0
6920.587,148.7646,0
7576.035,316.095,0
7205.52,161.9463,0
7803.458,215.844,0
7545.86,278.9055,0
7554.946,364.6067,0
7448.727,267.9937,0
7410.28,371.5371,0
6790.127,207.0647,0
7620.516,222.4087,0
7572.221,190.4102,0
8150.754,270.7424,0
7649.018,132.2913,0
7541.232,194.0493,0
6445.856,127.7095,0
6319.585,165.0632,0
7797.016,116.2214,0
7705.578,302.2915,0
7550.132,240.7542,0
6536.552,113.5283,0
7801.71,262.5559,0
7646.441,211.3994,0
7371.71,159.2576,0
6917.451,96.82104,0
6561.611,78.92456,0
7171.929,330.9341,0
7074.325,298.5471,0
7598.77,314.9824,0
7575.793,249.281,0
7867.168,342.803,0
6264.332,126.5828,0
7774.005,277.8889,0
7745.306,159.7632,0
7761.485,203.5745,0
7089.596,152.2822,0
7671.088,261.9763,0
7762.258,302.7185,0
7526.06,191.0083,0
6181.214,110.2432,0
7214.785,161.7898,0
6002.991,200.6333,0
7477.595,253.481,0
7705.068,278.9419,0
7056.743,215.8611,0
6933.302,234.6162,0
7651.428,289.2739,0
7328.135,365.186,0
6859.194,310.1096,0
6973.906,275.2107,0
7593.696,255.1079,0
7070.331,191.8674,0
7692.923,156.4817,0
7210.44,245.4736,0
7848.742,166.7263,0
6898.38,293.3745,0
6755.134,191.6877,0
7779.431,211.1851,0
7749.245,69.2981,0
7471.812,294.9055,0
6796.412,133.0,
7803.72,206.0874,0
6832.718,195.0339,0
7086.735,165.2664,0
7785.69,162.8875,0
7967.57,319.1091,0
7417.285,173.751,0
7159.411,184.8203,0
6946.009,128.0913,0
7632.895,167.8354,0
7921.864,233.6379,0
7638.057,194.3845,0
6999.226,191.1409,0
5976.153,126.5833,0
7486.784,181.6931,0
6994.551,213.5313,0
7733.226,378.0366,0
7616.811,293.2017,0
6153.798,88.28589,0
7533.243,198.842,0
7597.228,365.7012,0
7808.201,235.9973,0
7124.094,128.231,0
7423.388,226.3574,0
6699.949,70.26147,0
7604.634,154.9749,0
7125.282,324.7246,0
7781.875,372.6416,0
7235.155,250.1667,0
6264.644,84.5249,0
7678.016,79.64941,0
6266.641,107.0762,0
7424.438,223.6355,0
7017.441,249.5974,0
7548.73,180.926,0
7848.761,174.063,0
8048.75,222.1008,0
6319.808,130.0974,0
7549.159,540.7456,0
7261.484,387.6011,0
7072.445,229.6079,0
7660.966,222.6599,0
7282.544,247.8213,0
7643.405,262.093,0
6839.385,220.8032,0
7528.414,148.96,0
7760.232,210.3274,0
5849.378,69.94336,0
6442.909,183.7046,0
6594.496,125.8022,0
7583.976,122.187,0
7201.698,175.1948,0
7556.564,268.8389,0
7870.306,379.9163,0
6280.112,101.9465,0
7523.266,182.0742,0
6554.095,135.6311,0
6540.998,-1.644775,0
6285.507,94.79541,0
7328.114,141.2561,0
7255.245,178.9248,0
7836.596,180.4382,0
6789.708,167.6089,0
7448.364,238.6128,0
7507.041,164.9536,0
7361.23,291.4976,0
7765.066,257.9875,0
7405.993,343.4363,0
6432.825,217.2996,0
7211.289,202.4299,0
7433.349,389.5657,0
7771.436,241.4426,0
7708.796,222.533,0
6552.819,142.2397,0
7319.477,260.7502,0
7599.378,272.4814,0
7640.219,261.0908,0
5850.363,49.99805,0
7221.823,154.2893,0
7441.324,81.30566,0
7583.468,221.5295,0
7611.409,200.9294,0
7658.709,164.1965,0
7511.541,398.0552,0
6669.546,74.83545,0
6459.08,145.512,0
7324.051,257.9717,0
6819.729,163.8914,0
7512.768,282.5227,0
6536.8,244.9236,0
7616.681,220.4155,0
7355.375,112.2244,0
7667.347,174.4351,0
7726.338,218.5913,0
7584.816,163.9563,0
7518.743,289.1064,0
7764.432,200.9502,0
6663.862,68.23438,0
7460.616,238.1606,0
6980.065,152.8003,0
7773.796,249.5913,0
7875.356,174.4675,0
7382.604,212.0547,0
7598.992,354.7803,0
7474.279,281.093,0
7036.931,171.7356,0
7598.385,189.1633,0
6371.952,99.59961,0
7793.556,266.5959,0
7578.232,350.9055,0
7571.44,152.1912,0
6823.106,172.7026,0
7682.997,213.5503,0
5972.272,113.2581,0
7322.665,265.9082,0
6331.916,158.7351,0
7457.663,289.4719,0
7474.926,252.2566,0
7507.691,366.4836,0
7468.667,230.4189,0
6422.202,245.9534,0
7533.638,254.4519,0
6930.166,113.3127,0
7539.749,180.4116,0
7253.386,242.0547,0
6633.939,57.6582,0
7369.604,283.5181,0
7650.02,241.8865,0
7713.395,224.2847,0
7706.862,223.2637,0
6969.463,275.8921,0
6900.688,146.0786,0
5918.536,98.92334,0
7538.916,305.8501,0
7591.582,268.4927,0
7909.12,438.3333,0
6871.046,150.7114,0
6240.598,111.2346,0
7719.47,155.7205,0
6754.69,274.0796,0
7792.692,223.4063,0
7411.212,228.5757,0
6758.937,129.0991,0
6510.934,137.1072,0
7646.636,271.6589,0
7099.698,108.6111,0
7447.695,310.0513,0
6808.953,95.03345,0
7552.119,226.2424,0
7595.588,338.4812,0
6972.92,59.94946,0
6329.705,111.4348,0
6157.84,228.3547,0
7713.636,304.5583,0
7365.097,99.57495,0
6573.003,147.9543,0
7522.705,184.7888,0
7613.708,373.3145,0
6234.172,163.6685,0
6711.354,214.4109,0
7694.267,142.0823,0
7397.396,323.9575,0
5963.021,156.9719,0
7685.846,313.4873,0
5831.241,136.4495,0
7468.985,262.6609,0
6767.878,183.8733,0
7924.527,308.4092,0
7457.917,263.0918,0
7450.235,235.1826,0
7837.95,117.8193,0
7554.851,195.3284,0
7582.229,138.1101,0
7186.352,280.053,0
7462.565,255.96,0
7857.609,133.4553,0
7364.95,337.6028,0
7601.061,267.7175,0
6206.623,233.3501,0
7566.484,356.6892,0
7652.977,183.2007,0
7252.338,270.3674,0
7361.086,256.7324,0
7635.223,216.2102,0
7575.254,191.9639,0
6311.299,34.89453,0
7605.105,227.7444,0
7775.271,242.4834,0
7623.474,273.8584,0
6763.124,233.5205,0
7523.941,228.8801,0
7399.501,288.415,0
7580.53,187.5857,0
6426.919,155.5605,0
7540.561,218.0872,0
7319.088,281.2991,0
7511.485,257.2026,0
7821.088,269.4893,0
7579.175,133.5559,0
7732.593,140.1265,0
7504.423,211.001,0
6399.207,166.8789,0
7892.822,226.1604,0
7488.538,159.0701,0
7064.331,221.1191,0
7542.168,238.1812,0
7785.223,327.3748,0
7395.757,207.7454,0
7820.451,305.4441,0
7396.332,263.8564,0
7797.72,284.1265,0
7096.661,113.3281,0
7645.095,173.5071,0
7579.729,322.1191,0
7650.134,264.7534,0
7355.37,286.6133,0
7099.61,217.208,0
7491.931,178.03,0
6277.744,113.6404,0
7407.456,309.468,0
6855.971,68.06885,0
7520.514,348.657,0
6534.437,212.7002,0
7622.423,223.7314,0
5815.495,100.1179,0
7118.95,235.5613,0
6457.687,143.2327,0
7164.065,186.0186,0
6820.47,189.0681,0
7647.87,172.6094,0
6959.194,175.5698,0
6497.949,229.8289,0
6914.536,116.6533,0
7240.486,219.0293,0
7645.695,58.47119,0
7801.455,298.2375,0
6536.235,139.4907,0
7904.04,320.9705,0
7788.773,170.5688,0
6739.595,186.8914,0
6587.444,206.3616,0
7857.597,161.6602,0
7478.13,237.259,0
7665.039,293.7439,0
7056.744,76.08936,0
7639.624,255.926,0
7128.353,299.4072,0
7695.999,170.8213,0
7588.881,241.0356,0
6963.643,199.9792,0
7773.168,283.9539,0
7497.917,239.418,0
7363.967,207.3269,0
6592.319,111.387,0
7744.018,334.7056,0
7896.672,120.9875,0
7364.227,261.3379,0
6926.672,239.2068,0
7755.787,299.2478,0
7617.674,196.2869,0
6016.893,115.7668,0
7376.052,192.396,0
7514.091,235.3054,0
7588.134,96.90918,0
7804.63,143.3708,0
6445.143,185.3201,0
7396.417,356.345,0
6520.4,162.2891,0
7776.12,327.6135,0
7110.262,279.1936,0
7704.613,378.9661,0
6861.793,135.2522,0
7636.886,236.8359,0
7591.883,264.0239,0
7586.572,218.5605,0
7705.935,256.3181,0
7487.823,322.3162,0
7762.861,146.7141,0
6075.01,195.8494,0
7784.753,178.9175,0
6993.048,415.533,0
6943.797,173.9343,0
7526.252,212.697,0
7642.137,63.01636,0
7442.172,249.9341,0
6500.085,119.5603,0
6812.651,198.5618,0
6697.945,109.8867,0
7059.75,46.15747,0
7222.201,246.3806,0
6082.345,76.6604,0
7622.754,188.344,0
6506.093,99.56543,0
7529.024,140.509,0
8358.175,366.4121,0
7470.013,232.2891,0
7501.999,226.5837,0
7150.54,315.0532,0
6974.151,139.0303,0
7572.671,216.7263,0
7781.478,312.1489,0
7480.821,276.1506,0
7690.524,161.9607,0
7332.877,123.9204,0
7513.916,321.9358,0
7670.436,119.291,0
7707.603,326.7493,0
6548.917,192.6497,0
6838.341,247.5173,0
6841.298,129.6731,0
7645.198,173.6833,0
7761.011,234.3069,0
7678.323,83.88013,0
7089.032,290.8943,0
7598.506,226.4214,0
7546.407,277.3115,0
7207.031,228.4751,0
6274.716,168.1909,0
7580.694,186.2046,0
8332.146,214.0352,0
6358.074,-5.076172,0
6784.47,105.1904,0
7757.061,197.7158,0
7902.578,146.949,0
7838.811,398.8337,0
7606.275,167.1384,0
7579.885,100.1079,0
7645.106,144.8157,0
7265.303,118.4121,0
7819.481,157.4089,0
6640.407,202.7031,0
6781.169,97.01709,0
7679.301,337.4846,0
6417.251,117.3049,0
7494.487,389.6431,0
7633.578,162.7849,0
6835.626,220.4563,0
7081.57,275.9937,0
7017.734,24.95142,0
7254.045,137.0054,0
7677.805,130.9954,0
6254.96,83.70459,0
6450.318,43.84766,0
7334.235,180.478,0
7106.927,198.1646,0
6415.627,201.2761,0
7780.002,340.3396,0
7459.906,225.5371,0
6544.694,231.2263,0
6923.034,128.0112,0
6361.126,72.36353,0
7607.619,368.311,0
7748.163,162.2275,0
7278.907,262.2319,0
7035.459,254.3179,0
7689.947,227.8574,0
7084.812,146.9946,0
6955.66,171.4397,0
6886.243,82.57544,0
7609.297,158.9446,0
7181.626,147.1572,0
7868.887,249.6218,0
7720.231,232.3596,0
5805.028,171.1345,0
7649.401,149.4514,0
7038.246,284.3474,0
7833.179,256.8225,0
6922.941,132.356,0
6730.419,167.5969,0
7630.039,210.1975,0
7534.492,304.675,0
6472.133,111.7283,0
7078.072,269.6545,0
6878.783,94.71753,0
7282.008,208.3333,0
7618.475,177.438,0
7752.248,227.4133,0
7223.246,94.00781,0
6499.813,204.0034,0
6658.491,224.3137,0
7180.238,195.084,0
6833.975,136.1211,0
6853.656,127.396,0
7563.221,238.812,0
7558.973,288.4294,0
7672.222,272.6829,0
7536.045,272.4072,0
7617.234,167.9958,0
7516.134,224.9495,0
6292.963,88.125,0
6713.488,89.57153,0
7560.379,173.3452,0
6925.367,161.7791,0
7433.883,315.8706,0
7033.598,81.33765,0
7629.354,251.7166,0
7740.345,276.8757,0
7920.326,280.792,0
7675.823,170.0625,0
