Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Calsap
7860.422,294.0586,0
7598.876,198.7395,0
7976.294,172.0725,0
7986.695,235.0681,0
7976.067,231.1294,0
7758.881,165.7258,0
7975.186,352.8054,0
7404.101,236.3962,0
7811.526,311.2148,0
7690.406,244.6682,0
7706.862,166.939,0
7672.967,226.9719,0
7919.837,276.2761,0
7815.975,284.4478,0
7572.13,314.124,0
7891.656,101.7742,0
7719.906,243.1648,0
7576.51,293.5054,0
7779.059,219.0608,0
7365.732,174.6887,0
7512.508,239.8989,0
6992.432,145.7957,0
7789.45,221.5925,0
7711.626,328.0103,0
7830.202,179.7861,0
7733.562,166.9385,0
7369.483,180.2917,0
6705.042,78.09863,0
7759.874,214.1963,0
7995.985,213.9141,0
7909.037,302.4775,0
7657.218,247.1838,0
7734.802,201.6941,0
7623.315,320.0911,0
7907.513,284.6606,0
7683.649,151.7334,0
7691.161,218.9067,0
7927.984,121.499,0
7657.747,165.7568,0
7756.321,258.5283,0
7794.121,239.4807,0
7771.197,200.0247,0
7699.302,122.051,0
7398.686,287.843,0
7476.998,279.2878,0
7401.582,205.5574,0
7952.259,333.0764,0
7373.078,155.8748,0
7572.942,158.9961,0
7817.549,246.6995,0
7816.492,141.1064,0
7948.18,294.3167,0
7878.772,191.3591,0
7738.579,261.719,0
7855.646,269.6199,0
7878.644,362.1458,0
7253.661,240.0127,0
7649.47,248.5747,0
7860.314,280.5984,0
7447.595,188.907,0
7895.9,196.8945,0
7858.489,243.2546,0
6744.246,232.1436,0
7816.275,222.6521,0
7768.619,161.209,0
7465.453,232.9163,0
7817.852,200.9692,0
7695.619,78.83716,0
7359.964,258.2102,0
7884.835,219.2756,0
7567.132,202.7949,0
7677.966,101.4421,0
7873.936,305.9824,0
7858.111,286.3428,0
7528.171,263.3867,0
6839.468,105.3196,0
7644.444,277.0786,0
7734.969,159.0217,0
8017.542,282.0459,0
7530.799,151.668,0
7599.32,212.6047,0
7766.847,241.3887,0
7314.845,144.394,0
7101.677,177.8164,0
7947.462,217.4031,0
7339.891,304.988,0
7864.804,196.0913,0
7949.207,212.9011,0
7826.355,278.8816,0
7352.252,261.3486,0
6783.042,31.479,0
7196.18,282.4358,0
7877.651,227.8486,0
7644.966,261.5134,0
7778.21,270.5923,0
7647.525,403.2266,0
7575.795,195.2041,0
7531.223,257.3259,0
7814.339,286.2917,0
6946.2,157.2053,0
7860.655,178.4016,0
7546.141,310.0112,0
7956.122,331.7354,0
7739.189,195.1914,0
7648.993,355.1714,0
7701.507,360.8389,0
7363.568,219.3086,0
7828.282,187.668,0
7030.989,44.38965,0
7971.069,353.1697,0
7870.431,350.4551,0
7734.549,296.9963,0
7674.03,226.0132,0
7783.626,266.9297,0
7860.986,255.0425,0
7666.857,393.4407,0
7837.652,202.9873,0
7861.885,130.6885,0
7868.093,246.5693,0
6727.219,124.2742,0
8022.267,278.2178,0
7080.208,35.67188,0
7609.474,237.2952,0
7818.068,302.7664,0
7427.906,253.061,0
7450.685,263.1384,0
7759.866,234.1406,0
7956.329,171.1409,0
7380.849,323.897,0
7688.957,211.1169,0
7703.578,209.2422,0
7849.472,238.23,0
7188.521,154.3545,0
7777.63,243.271,0
7863.502,364.0134,0
7891.978,175.7017,0
8328.413,163.6794,0
7688.235,217.113,0
7968.542,327.2859,0
7691.852,380.5515,0
7378.405,175.0852,0
7913.37,208.8289,0
7882.785,109.9873,0
7792.434,249.5535,0
7795.774,166.8206,0
7868.062,271.8835,0
7135.203,156.1306,0
7795.167,208.2996,0
7899.87,151.7898,0
7794.996,199.3142,0
7479.435,351.5854,0
7775.93,349.0,
7674.372,228.0791,0
7460.909,227.4246,0
7847.823,263.8955,0
7712.483,229.3276,0
7643.509,356.1677,0
7763.357,363.9106,0
7709.615,131.1594,0
7931.687,143.2214,0
7676.652,179.9619,0
7911.152,220.885,0
7687.195,182.551,0
7763.226,218.4524,0
8060.023,333.481,0
7823.528,293.2725,0
7848.293,341.4919,0
7767.456,290.2278,0
7793.246,150.9695,0
7058.302,87.00098,0
7927.539,281.0012,0
7649.418,368.4299,0
7764.56,155.9241,0
7705.485,282.1929,0
7784.765,166.9946,0
8061.411,78.01807,0
7708.891,391.3325,0
7262.009,257.5122,0
7564.245,106.873,0
7576.229,294.02,0
8292.362,182.5466,0
7502.684,346.0598,0
7568.117,267.8899,0
7975.579,279.845,0
7716.665,253.2886,0
7606.867,210.3765,0
7757.208,328.5149,0
7780.513,111.9541,0
7788.771,214.9583,0
7814.041,141.2021,0
7866.568,113.5796,0
7782.611,192.4404,0
7069.299,137.6536,0
6832.827,161.9146,0
7771.181,355.5029,0
7859.527,231.2334,0
7916.561,65.38477,0
7797.282,269.3501,0
7618.936,239.4644,0
7821.521,131.1311,0
7710.006,336.7302,0
7081.846,303.3174,0
8014.631,294.073,0
7573.298,220.874,0
7486.611,307.084,0
8066.57,186.561,0
7622.646,253.1851,0
7662.092,289.1323,0
7815.207,303.999,0
7859.923,252.6377,0
7715.789,331.9929,0
7593.515,134.4722,0
7300.411,187.6838,0
7806.129,302.1277,0
7958.409,291.5088,0
7828.65,197.3835,0
8304.991,287.7168,0
7626.506,360.582,0
7786.323,191.6321,0
7476.452,180.6292,0
7110.377,138.9626,0
7540.228,162.7842,0
7773.44,200.0527,0
7509.16,339.9229,0
7711.573,186.7729,0
7509.209,313.0413,0
7401.631,207.3657,0
7785.89,217.8062,0
7643.043,326.2563,0
7780.308,185.3545,0
7837.824,287.1594,0
7331.631,270.7676,0
7557.494,251.0999,0
7157.319,336.0535,0
8048.929,182.418,0
7598.246,344.4626,0
7708.578,222.3679,0
7138.257,204.4216,0
7154.585,280.2283,0
7979.897,322.2397,0
7805.453,122.3054,0
7834.139,201.6821,0
7784.332,183.6663,0
7712.042,235.5474,0
7645.371,300.2813,0
7771.362,320.1907,0
7669.067,285.6162,0
7733.668,65.70215,0
7627.706,199.0466,0
7910.863,209.6282,0
7624.425,386.6912,0
7909.623,289.2974,0
7871.517,296.1985,0
7393.793,63.6311,0
7441.029,136.7593,0
7689.571,247.6265,0
7643.479,323.6838,0
7894.419,311.5691,0
7771.131,246.4031,0
7575.485,226.3821,0
7820.377,332.7886,0
7735.356,200.782,0
7557.907,239.5154,0
8064.512,203.687,0
7799.323,300.7153,0
7634.321,299.1606,0
7717.876,431.0056,0
7745.72,132.1677,0
7747.426,311.9509,0
7543.466,240.9832,0
7511.407,218.074,0
7476.632,136.9629,0
7741.655,333.7878,0
7842.396,195.0615,0
7941.608,306.0151,0
7771.946,127.8789,0
7689.859,246.3569,0
7256.195,146.6497,0
7531.509,358.4504,0
7542.78,236.1248,0
7805.396,310.3816,0
7574.041,361.5017,0
7700.921,158.8928,0
7947.495,285.0454,0
7751.559,236.0771,0
7826.583,297.1533,0
7904.947,246.1038,0
7422.187,258.3928,0
7871.112,155.3494,0
6845.36,157.0024,0
7509.234,364.2222,0
7702.31,182.5085,0
7714.843,279.7441,0
7804.002,229.8853,0
8006.899,221.592,0
7313.707,179.8091,0
7809.402,241.6602,0
6659.081,109.4456,0
7249.269,351.5435,0
7865.795,246.4167,0
7926.981,204.7764,0
7669.190,9128.0,
7899.317,70.25146,0
7614.862,293.1907,0
8114.326,220.1487,0
6872.149,350.9275,0
7641.331,313.0488,0
7757.482,270.9541,0
7686.4,220.3962,0
7524.506,303.3889,0
7901.342,303.4021,0
7447.18,273.2397,0
7447.092,250.3398,0
7783.334,224.7974,0
7929.448,293.5559,0
7873.269,312.3779,0
7252.787,72.36108,0
7280.88,208.7278,0
7675.973,203.915,0
7665.563,201.7957,0
7973.955,316.9431,0
7754.444,338.5811,0
7771.346,182.6121,0
7692.751,197.8469,0
7930.42,236.8142,0
