Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Psefar
1608.183,386.2891,0
1628.775,431.6658,0
1732.087,344.3593,0
1612.002,372.9001,0
1665.077,338.208,0
1668.847,390.1512,0
1709.016,331.8524,0
1652.66,432.3314,0
1634.366,342.2513,0
1664.951,414.3287,0
1646.609,368.7201,0
1720.461,339.0539,0
1632.325,408.286,0
1722.228,382.4926,0
1745.655,365.3805,0
1572.793,377.1903,0
1647.315,370.2177,0
1777.806,330.8137,0
1725.529,329.5588,0
1541.168,310.9269,0
1687.09,347.1913,0
1635.316,412.1534,0
1746.798,374.8563,0
1707.052,364.9645,0
1615.818,345.0471,0
1701.03,368.7456,0
1554.975,319.7993,0
1733.885,354.1666,0
1694.828,403.775,0
1714.635,341.6411,0
1607.899,379.0861,0
1666.208,296.4481,0
1641.4,313.4701,0
1598.583,342.7198,0
1760.592,282.1136,0
1743.194,335.6264,0
1714.351,373.2834,0
1785.82,410.5297,0
1665.645,304.0099,0
1690.076,389.8834,0
1729.006,400.5242,0
1589.667,263.4283,0
1613.864,306.6377,0
1574.838,443.6581,0
1700.802,321.5644,0
1665.585,316.9634,0
1682.002,364.5448,0
1614.003,363.7291,0
1593.923,340.2114,0
1701.04,420.0239,0
1648.056,375.0888,0
1685.553,356.0205,0
1667.926,296.5782,0
1621.214,341.0787,0
1713.894,349.8784,0
1569.133,332.7337,0
1660.722,336.018,0
1604.186,319.166,0
1722.303,361.794,0
1566.539,359.1138,0
1669.409,295.4441,0
1609.81,298.7123,0
1739.613,356.9001,0
1535.087,415.5353,0
1695.317,331.0225,0
1573.104,374.538,0
1629.075,281.6795,0
1626.373,309.2043,0
1598.366,333.3843,0
1696.014,401.906,0
1688.722,352.0005,0
1735.671,294.3229,0
1598.322,357.2804,0
1661.408,393.7076,0
1649.366,344.6068,0
1616.347,323.1667,0
1639.219,339.1688,0
1696.168,311.7984,0
1736.285,338.8909,0
1614.535,351.9007,0
1652.071,336.3865,0
1638.134,366.6143,0
1627.266,370.1566,0
1659.452,435.8064,0
1675.98,330.7241,0
1704.614,424.421,0
1641.72,316.0627,0
1563.315,294.235,0
1728.325,335.361,0
1636.485,417.2488,0
1649.825,312.7527,0
1621.758,335.542,0
1634.997,427.5313,0
1685.316,414.347,0
1623.548,405.5045,0
1661.926,431.3658,0
1599.089,343.2037,0
1747.893,303.2213,0
1582.442,335.0651,0
1710.727,280.8936,0
1589.763,311.0491,0
1632.619,394.1456,0
1616.032,350.2434,0
1620.832,349.7384,0
1727.912,387.0069,0
1569.69,372.972,0
1629.52,368.6766,0
1698.462,394.697,0
1605.358,348.4787,0
1650.743,426.4064,0
1694.991,366.8615,0
1634.066,333.3297,0
1596.398,400.9369,0
1668.724,332.3168,0
1723.335,304.2861,0
1721.092,370.0379,0
1591.576,325.6462,0
1763.133,340.0871,0
1598.883,425.0157,0
1718.119,411.5016,0
1708.564,331.4321,0
1593.575,293.3803,0
1688.202,353.6498,0
1683.569,409.0639,0
1603.238,330.7565,0
1616.824,320.6288,0
1593.651,375.1495,0
1587.543,370.015,0
1660.457,301.5056,0
1657.436,297.3965,0
1573.266,340.3299,0
1718.413,356.5402,0
1586.184,383.9656,0
1637.562,362.2617,0
1623.17,350.3085,0
1663.56,375.8167,0
1552.961,386.6548,0
1716.275,344.3189,0
1688.382,353.0994,0
1575.959,327.1548,0
1733.258,258.9036,0
1631.459,330.7659,0
1562.33,379.6956,0
1663.327,380.4678,0
1613.381,380.8699,0
1582.75,443.8311,0
1755.749,401.4842,0
1645.422,413.5999,0
1737.264,359.2552,0
1643.967,323.5643,0
1669.551,394.9394,0
1732.668,324.2572,0
1667.087,333.8563,0
1655.151,400.4952,0
1627.856,389.0883,0
1709.287,353.4091,0
1710.762,312.981,0
1549.474,424.0582,0
1719.083,298.3268,0
1691.537,318.093,0
1617.639,381.7886,0
1681.011,343.7642,0
1539.52,339.9565,0
1746.223,329.1641,0
1802.519,333.6017,0
1679.824,382.5012,0
1585.417,328.6456,0
1626.543,357.3563,0
1675.974,362.4844,0
1674.326,291.3842,0
1645.818,401.4077,0
1707.39,292.288,0
1643.633,400.8663,0
1560.82,364.8289,0
1734.488,357.7847,0
1641.723,322.1337,0
1711.411,352.9149,0
1612.971,385.2228,0
1652.599,395.0931,0
1758.77,325.2458,0
1610.183,409.0031,0
1554.81,408.6185,0
1662.233,429.1715,0
1701.749,318.2156,0
1704.739,273.4355,0
1661.463,359.028,0
1656.803,326.5113,0
1704.838,327.6498,0
1666.577,284.1895,0
1785.203,278.8597,0
1729.607,420.8119,0
1637.072,345.0432,0
1675.673,323.9199,0
1562.121,387.6736,0
1595.786,415.8782,0
1650.266,407.3541,0
1683.188,389.7941,0
1673.113,460.8914,0
1578.75,320.3855,0
1584.035,389.5952,0
1616.025,430.2938,0
1630.973,346.9964,0
1703.74,434.208,0
1589.889,393.7682,0
1672.834,423.5146,0
