Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Psefar
1787.362,375.6602,0
1811.102,433.7324,0
1780.682,285.6026,0
1637.052,381.4379,0
1717.967,390.5703,0
1645.14,315.7308,0
1713.234,450.7773,0
1667.513,420.0187,0
1769.386,445.2823,0
1814.34,365.3132,0
1670.087,413.7115,0
1495.095,270.1016,0
1721.312,406.4874,0
1787.958,389.4953,0
1772.207,349.9108,0
1753.49,365.5732,0
1691.493,329.1527,0
1661.786,345.6252,0
1702.872,381.7448,0
1755.602,330.0494,0
1623.246,384.5773,0
1743.876,391.8286,0
1670.563,374.7508,0
1551.347,373.585,0
1691.504,336.1271,0
1706.947,298.6655,0
1837.637,452.009,0
1637.718,310.3749,0
1743.433,347.7985,0
1580.018,366.6613,0
1797.155,381.5698,0
1598.827,331.3305,0
1848.646,353.3484,0
1739.779,413.2753,0
1655.732,402.9248,0
1716.62,453.6671,0
1756.228,428.6723,0
1649.034,382.0381,0
1757.891,343.2135,0
1632.45,328.9777,0
1755.573,429.0405,0
1723.486,356.0209,0
1731.138,384.1014,0
1575.918,256.0742,0
1854.175,297.1277,0
1772.167,329.9064,0
1769.671,391.2733,0
1782.491,383.4123,0
1693.028,401.4379,0
1717.264,414.8481,0
1726.364,397.625,0
1825.809,384.7643,0
1521.121,350.4963,0
1520.051,266.1273,0
1735.243,413.303,0
1837.887,354.4853,0
1728.614,331.6604,0
1683.756,371.3428,0
1746.021,374.0673,0
1724.784,362.6761,0
1740.931,371.0106,0
1815.427,356.2641,0
1839.186,386.3212,0
1804.105,382.3094,0
1454.157,301.8669,0
1706.326,357.2733,0
1706.526,405.6807,0
1840.874,428.1346,0
1721.395,382.1207,0
1788.254,392.4466,0
1729.819,483.5353,0
1699.326,426.1939,0
1709.234,415.6689,0
1765.954,340.2068,0
1765.793,398.9754,0
1462.787,304.8605,0
1729.716,386.8299,0
1794.691,417.3297,0
1743.41,391.8342,0
1769.913,429.3746,0
1770.915,410.3015,0
1741.04,353.1228,0
1717.913,395.6125,0
1662.504,426.0912,0
1724.653,400.3635,0
1820.539,332.5986,0
1699.686,454.1035,0
1769.216,446.5884,0
1844.156,415.0086,0
1845.238,362.5707,0
1835.442,346.508,0
1706.465,358.9596,0
1773.22,365.1835,0
1687.266,302.8177,0
1650.967,346.8586,0
1750.896,390.1897,0
1824.421,344.9861,0
1772.643,256.9878,0
1779.278,342.0544,0
1703.756,374.0852,0
1710.847,276.0629,0
1719.703,412.4662,0
1800.986,449.4477,0
1810.908,336.1818,0
1762.454,389.1127,0
1527.61,404.8804,0
1783.302,350.6025,0
1667.355,349.4756,0
1694.751,390.6868,0
1748.584,316.5153,0
1748.703,379.3002,0
1739.391,457.594,0
1677.707,434.9717,0
1771.136,348.5305,0
1583.292,338.9043,0
1680.876,312.8741,0
1690.934,393.9332,0
1807.5,377.5233,0
1777.065,402.3143,0
1586.527,317.5751,0
1607.215,257.2984,0
1614.702,387.8783,0
1765.65,317.7873,0
1735.323,311.281,0
1878.669,463.298,0
1645.302,377.8603,0
1721.216,426.5911,0
1778.686,467.5471,0
1684.415,437.6466,0
1810.321,334.3402,0
1562.883,355.3813,0
1774.382,420.7347,0
1631.622,333.7858,0
1793.583,437.3004,0
1761.222,346.6812,0
1655.597,354.833,0
1791.42,318.2516,0
1671.929,452.6416,0
1669.255,411.3214,0
1735.029,338.2155,0
1825.769,290.0297,0
1627.333,296.885,0
1749.083,406.5147,0
1676.894,359.0688,0
1748.791,410.5651,0
1767.131,334.3768,0
1820.453,356.7445,0
1769.656,383.3982,0
1752.353,341.32,0
1736.601,353.8345,0
1665.576,362.0797,0
1688.65,387.5441,0
1754.372,351.1087,0
1743.098,387.5077,0
1550.42,333.6943,0
1807.467,317.0013,0
1674.588,364.6932,0
1625.757,387.8352,0
