Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Psefar
1719.866,406.3616,0
1597.77,306.9853,0
1634.382,413.5555,0
1770.004,362.2172,0
1738.136,357.0363,0
1744.893,349.9085,0
1617.666,345.4846,0
1840.008,342.2997,0
1720.569,419.8027,0
1524.358,329.6599,0
1650.748,326.2529,0
1671.191,390.1425,0
1784.276,340.0974,0
1699.761,379.7595,0
1648.763,339.7479,0
1688.036,385.1358,0
1681.292,400.2023,0
1655.691,360.0078,0
1557.029,359.6423,0
1589.436,337.1745,0
1674.13,345.3279,0
1550.712,344.0397,0
1756.936,349.4533,0
1608.845,301.1974,0
1716.713,383.4086,0
1521.505,368.8121,0
1569.962,408.5918,0
1746.898,311.4296,0
1606.167,373.0707,0
1630.943,400.9836,0
1688.281,397.4303,0
1812.025,343.0392,0
1691.144,374.9009,0
1577.498,342.761,0
1533.183,300.8905,0
1621.389,328.7791,0
1596.829,343.2928,0
1707.611,389.0278,0
1547.414,294.0829,0
1738.119,364.0103,0
1711.01,447.4067,0
1572.065,296.7325,0
1695.359,376.5482,0
1589.791,345.244,0
1625.317,331.2251,0
1611.206,335.5832,0
1663.02,409.7554,0
1738.736,330.5601,0
1719.956,398.6623,0
1600.524,263.4749,0
1657.478,326.5875,0
1639.17,398.89,0
1682.003,375.2961,0
1576.216,268.9454,0
1583.157,347.3724,0
1704.231,436.828,0
1660.11,276.8557,0
1642.915,358.6857,0
1705.198,371.2371,0
1647.271,423.8176,0
1702.176,367.2086,0
1706.459,448.1335,0
1614.207,418.1771,0
1685.16,290.9142,0
1795.132,317.8496,0
1642.184,412.5836,0
1731.339,362.5735,0
1635.709,301.8082,0
1599.003,346.1591,0
1711.584,273.943,0
1765.837,291.829,0
1649.908,331.3904,0
1555.648,322.7155,0
1692.728,392.8765,0
1586.837,352.7776,0
1754.832,347.1087,0
1797.481,340.571,0
1784.083,341.3212,0
1565.44,327.0884,0
1749.318,5221.0,
1533.678,310.765,0
1711.914,308.2119,0
1668.055,387.4777,0
1560.149,389.1563,0
1703.921,428.9834,0
1693.418,377.2628,0
1770.533,347.3029,0
1658.14,406.7275,0
1636.881,401.8286,0
1684.324,412.918,0
1630.744,374.4084,0
1631.799,400.6978,0
1627.625,344.2758,0
1665.728,431.9821,0
1615.393,353.4261,0
1757.88,352.3376,0
1642.21,351.6776,0
1579.979,347.2482,0
1715.372,391.1384,0
1776.114,374.2642,0
1666.724,508.4885,0
1710.952,341.8492,0
1576.491,344.2389,0
1563.728,322.7738,0
1549.953,385.9138,0
1638.671,409.2005,0
1617.122,365.2993,0
1644.754,372.1534,0
1768.336,328.3604,0
1677.156,372.7779,0
1582.147,423.0631,0
1681.953,384.3531,0
1675.82,383.7687,0
1674.223,427.7008,0
