Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Psefar
1750.537,386.898,0
1743.855,368.6783,0
1660.309,327.2021,0
1680.225,312.9961,0
1684.695,448.1125,0
1579.105,292.2418,0
1658.76,381.3491,0
1568.568,386.8463,0
1578.167,272.3317,0
1578.06,342.8984,0
1637.133,422.4398,0
1598.48,369.6281,0
1767.96,360.7863,0
1512.118,304.882,0
1643.252,401.9977,0
1758.651,412.5858,0
1618.93,332.0482,0
1767.716,474.7641,0
1679.74,358.5389,0
1662.044,382.1949,0
1655.193,384.3398,0
1609.646,344.903,0
1668.224,370.4141,0
1594.16,385.7047,0
1673.305,369.2059,0
1656.191,387.538,0
1757.755,439.3361,0
1719.749,380.6816,0
1724.392,344.0007,0
1632.625,420.9481,0
1609.265,277.5751,0
1651.055,373.975,0
1705.511,382.3104,0
1720.759,373.7928,0
1740.646,362.7447,0
1575.853,269.7276,0
1684.714,366.3298,0
1659.026,319.8571,0
1641.582,327.3613,0
1717.646,370.868,0
1602.35,338.6482,0
1498.132,327.6747,0
1747.152,393.8695,0
1600.173,439.3346,0
1712.132,348.8039,0
1662.903,361.2032,0
1726.609,375.2662,0
1647.461,403.7509,0
1738.157,397.4174,0
1699.585,330.6231,0
1594.364,317.1357,0
1654.823,377.8923,0
1454.777,298.2056,0
1633.66,396.6699,0
1487.101,351.8365,0
1631.574,370.9938,0
1540.421,351.2585,0
1827.091,452.4783,0
1655.781,376.2703,0
1553.234,362.4719,0
1665.781,352.0122,0
1789.927,354.7732,0
1656.725,370.8145,0
1629.969,373.1577,0
1760.545,404.1649,0
1575.119,318.5318,0
1669.183,421.9895,0
1674.956,379.9296,0
1724.332,326.3419,0
1622.15,381.6549,0
1659.037,373.7954,0
1696.233,355.7787,0
1804.715,346.54,0
1649.71,377.9573,0
1556.398,351.7289,0
1558.458,301.3604,0
1536.188,369.8442,0
1769.892,382.4199,0
1597.562,391.4205,0
1688.537,345.4694,0
1687.95,351.6501,0
1594.125,337.6584,0
1755.03,395.092,0
1647.42,325.7331,0
1713.688,369.6837,0
1704.086,296.442,0
1714.548,402.8497,0
1558.713,444.6379,0
1697.225,379.2266,0
1692.344,350.321,0
1518.621,318.4734,0
1699.363,326.1959,0
1607.934,402.2518,0
1558.338,284.9756,0
1501.409,361.9188,0
1686.599,331.8279,0
1588.735,424.394,0
1693.952,377.5007,0
1712.778,367.8896,0
1595.995,474.715,0
1698.816,428.478,0
1653.63,297.667,0
1631.011,342.0685,0
1726.982,282.6858,0
1509.432,294.8758,0
1651.104,403.814,0
1591.944,433.1688,0
1736.034,341.2906,0
1504.937,268.9472,0
1645.839,348.927,0
1609.494,387.3806,0
1671.917,369.8563,0
1652.729,426.8629,0
1671.782,432.9612,0
1732.646,372.8829,0
1730.259,386.5897,0
1698.308,363.229,0
1619.874,399.6861,0
1718.843,340.3586,0
1615.329,419.0469,0
1732.577,325.2776,0
1518.021,332.3098,0
1693.971,311.0223,0
1620.098,389.6804,0
1729.433,379.1042,0
1681.325,301.0474,0
1547.769,367.2518,0
1729.19,373.9096,0
1661.184,415.7126,0
1689.74,400.3718,0
1618.106,386.8666,0
1680.107,433.1989,0
1681.071,305.232,0
1677.466,392.4694,0
1676.648,410.4399,0
1586.909,436.1869,0
1654.222,399.2691,0
1695.616,379.0894,0
1576.826,312.2716,0
1698.198,401.6487,0
1706.612,366.4996,0
1606.549,377.5325,0
1560.733,322.2536,0
1674.87,439.163,0
1580.653,337.4774,0
1805.595,367.8862,0
1690.005,347.2998,0
1725.548,333.7419,0
1668.593,397.0281,0
1706.59,424.5725,0
1652.441,360.9113,0
1496.283,306.0443,0
1687.846,428.2797,0
1643.133,384.4691,0
1683.09,381.5183,0
1635.538,362.4986,0
1744.361,274.6149,0
1657.17,412.1346,0
1686.216,337.8199,0
1702.755,351.4404,0
1570.597,354.8359,0
1647.24,322.8605,0
1718.987,371.6339,0
1630.028,308.9436,0
1722.209,425.2646,0
1751.481,295.6205,0
1723.445,376.7245,0
1531.042,362.7999,0
1674.388,335.999,0
1734.326,379.4227,0
1517.612,372.136,0
1724.373,393.8604,0
1847.649,287.7543,0
1664.94,292.0356,0
1629.778,392.7543,0
1535.93,327.0087,0
1806.287,405.8484,0
1654.403,422.8961,0
1596.825,368.5308,0
1693.686,412.5233,0
1700.867,409.3076,0
1731.692,301.6054,0
1569.49,306.707,0
1686.846,405.9502,0
1674.439,424.9901,0
1632.257,356.1697,0
1683.59,489.5325,0
1623.145,302.1931,0
1590.228,291.4072,0
1576.398,318.1816,0
1834.85,318.0143,0
1651.515,404.1111,0
1665.827,380.4861,0
1655.146,308.1524,0
1671.701,322.2712,0
1663.426,364.4725,0
1596.717,370.3146,0
1582.192,357.674,0
1745.618,409.8671,0
1601.444,426.6247,0
1702.944,445.6517,0
1746.824,325.6035,0
1558.5,287.9414,0
1612.143,485.2827,0
1613.993,382.6656,0
1641.855,372.6094,0
1635.283,400.5802,0
1607.014,317.9916,0
1679.481,343.3501,0
1669.366,397.074,0
1744.293,414.9937,0
1620.56,339.0679,0
1688.72,375.0928,0
1761.921,305.9028,0
1669.24,348.6386,0
1686.004,412.5273,0
1681.392,370.9587,0
1591.142,417.0449,0
1587.173,414.3881,0
1661.623,341.6442,0
1578.01,363.9535,0
1697.367,387.3718,0
1634.43,325.3638,0
1653.322,340.0881,0
1744.703,332.7949,0
1835.685,386.2009,0
1600.556,294.6542,0
1576.164,300.0883,0
1665.034,283.9081,0
1726.159,393.5289,0
1749.503,346.1912,0
1633.037,390.0229,0
1588.036,336.9683,0
1635.05,380.1031,0
1658.011,359.4818,0
1579.719,459.8386,0
1639.845,346.6425,0
1753.664,319.1211,0
1757.317,368.9778,0
1659.368,341.5339,0
1492.238,372.3155,0
1693.025,359.9156,0
1622.866,314.2025,0
1673.763,361.9398,0
1666.825,376.3479,0
1695.425,352.3561,0
1745.692,404.6833,0
1586.573,333.3779,0
1572.421,324.2539,0
1642.101,403.5378,0
1569.473,337.3293,0
1627.342,353.8286,0
1676.653,351.9809,0
1696.263,402.7842,0
1656.525,470.6736,0
1667.478,352.1067,0
1549.158,337.2927,0
1711.502,304.4015,0
1549.617,366.9111,0
1711.197,442.2662,0
1599.886,295.8481,0
1791.883,301.0131,0
1660.324,383.1293,0
1669.469,316.0038,0
1707.495,349.5197,0
1531.096,261.8929,0
1802.546,336.8467,0
1647.911,323.6335,0
1596.528,433.171,0
1597.878,322.063,0
1592.926,350.5057,0
1714.217,369.2894,0
1687.498,328.2516,0
1686.172,351.2261,0
1698.625,329.0266,0
1641.623,429.7495,0
1611.257,403.5038,0
1730.198,369.6205,0
1544.929,308.6881,0
1623.411,351.0387,0
1421.217,304.6576,0
1682.342,378.1078,0
1686.817,428.648,0
1718.038,340.764,0
1672.297,408.0659,0
1672.678,313.072,0
1582.143,307.936,0
1610.298,404.3529,0
1674.59,282.5049,0
1598.33,329.4641,0
1755.262,371.849,0
1786.771,330.0365,0
1678.962,396.4304,0
1675.646,289.4847,0
1573.144,378.0132,0
1620.225,277.6214,0
1666.692,361.9313,0
1633.403,415.1505,0
1705.484,423.8181,0
1717.121,377.69,0
1582.951,343.0859,0
1613.639,329.3088,0
1503.974,345.3361,0
1693.919,384.0626,0
1755.965,312.9716,0
1639.672,341.2733,0
1586.048,318.981,0
1704.624,379.3738,0
1706.943,293.3414,0
1582.453,314.7994,0
1646.159,405.9713,0
1694.699,361.7476,0
1569.613,351.2347,0
1713.06,326.3254,0
1483.271,365.1535,0
1673.367,425.538,0
1696.875,404.7759,0
1807.025,343.3874,0
1486.731,315.0186,0
1572.819,309.5325,0
1579.049,321.6458,0
1573.803,398.2776,0
1593.884,350.0169,0
1717.064,340.0728,0
1740.894,327.3653,0
1700.466,335.418,0
1751.025,373.2084,0
1682.165,384.2076,0
1703.469,408.5392,0
1675.741,417.9836,0
1599.366,373.3995,0
1665.371,406.2271,0
1625.477,406.5211,0
1561.325,312.2047,0
1694.323,370.0168,0
1629.382,388.5078,0
1579.318,307.7067,0
1687.671,364.899,0
1588.932,418.877,0
1498.469,317.4366,0
1752.517,352.8784,0
1685.823,355.2955,0
1636.556,348.1931,0
1704.688,444.1759,0
1677.372,363.2774,0
1670.373,389.351,0
1678.194,351.4673,0
1594.167,317.2424,0
1699.494,375.4286,0
1668.518,382.0488,0
1681.759,485.8599,0
1677.517,402.6959,0
1621.661,380.0723,0
1684.076,373.6202,0
1611.513,318.127,0
1706.603,409.6837,0
1543.375,333.9797,0
1621.205,364.451,0
1710.497,403.6416,0
1498.929,428.1741,0
1748.989,364.7665,0
1651.061,373.9449,0
1618.79,326.1519,0
1698.7,409.7044,0
1558.991,396.2077,0
1619.922,330.6827,0
1653.283,365.801,0
1542.678,375.5594,0
1527.23,351.8468,0
1657.679,306.6785,0
1726.876,377.3771,0
1500.585,391.0297,0
1643.487,380.6922,0
1631.484,394.6428,0
1669.678,383.1696,0
1590.627,365.0756,0
1518.752,301.9459,0
