Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Psefar
1853.215,391.8801,0
1715.787,336.5976,0
1765.65,395.0043,0
1899.938,480.304,0
1780.245,405.9328,0
1752.57,330.096,0
1501.574,321.9723,0
1804.548,391.655,0
1642.856,389.3328,0
1769.786,414.098,0
1748.672,426.98,0
1834.292,329.1759,0
1642.117,391.1993,0
1715.452,396.9071,0
1738.44,477.903,0
1813.852,368.0704,0
1690.316,321.7699,0
1713.9,311.0413,0
1774.896,378.4518,0
1705.852,416.3535,0
1695.62,373.209,0
1714.664,388.6245,0
1535.294,322.1133,0
1600.977,407.213,0
1702.148,415.2484,0
1899.352,438.2222,0
1636.743,318.3077,0
1725.756,400.7576,0
1787.971,386.6574,0
1745.792,421.0613,0
1582.388,358.4774,0
1560.439,362.2495,0
1688.168,307.7437,0
1725.217,363.2067,0
1709.785,381.18,0
1740.387,371.4855,0
1787.564,396.048,0
1524.404,427.2734,0
1550.754,356.7285,0
1906.711,452.1797,0
1687.029,345.2585,0
11853.4,249.5332,1
1767.583,350.0509,0
1517.618,312.4562,0
1872.644,447.69,0
1733.269,355.1403,0
1707.055,375.0541,0
1588.608,338.0898,0
1638.483,318.5228,0
1667.516,409.7649,0
1799.821,286.7694,0
1700.459,357.0347,0
1669.05,350.1682,0
1834.448,423.6708,0
1701.37,430.1454,0
1731.682,399.1259,0
1738.998,410.8115,0
1739.945,347.4986,0
1685.295,364.1565,0
1747.272,419.7928,0
1797.285,301.163,0
1557.024,333.4684,0
1729.448,379.1779,0
1556.855,378.318,0
1751.616,376.2814,0
1844.322,406.3277,0
1705.374,402.4749,0
1775.856,339.952,0
1750.891,350.2864,0
1673.814,324.04,0
1756.422,431.9431,0
1796.178,372.4468,0
1568.273,308.0997,0
1630.037,358.2318,0
1746.595,366.1182,0
1601.62,360.3271,0
1659.531,485.8451,0
1601.128,352.1392,0
1750.522,355.4639,0
1672.523,392.2297,0
11235.96,83.38184,1
1381.052,245.8506,0
1676.801,331.7731,0
1789.981,387.744,0
1829.56,453.0109,0
1777.413,409.593,0
1712.858,427.9137,0
1706.418,333.9692,0
1706.003,304.9351,0
1777.535,380.4656,0
1707.702,448.767,0
1814.485,414.1472,0
1800.264,394.5352,0
1590.089,387.6305,0
1587.874,385.5928,0
1763.373,377.6447,0
1786.129,411.7183,0
1671.572,485.5652,0
1757.833,417.1653,0
1759.738,357.0618,0
1727.588,346.4104,0
1884.193,395.2811,0
11269.03,140.0024,1
1731.005,408.3055,0
1688.455,327.8642,0
1786.768,344.6776,0
1757.045,332.2068,0
1863.483,394.7487,0
1776.83,341.5629,0
1767.224,329.6448,0
1793.573,366.1107,0
1786.513,411.7333,0
1593.478,291.213,0
1530.169,345.1332,0
1916.72,464.5892,0
1712.883,412.9361,0
1858.723,387.8531,0
1778.386,351.0422,0
1662.515,309.0763,0
12689.21,248.5894,1
1965.135,476.0208,0
1734.896,388.5357,0
1687.937,325.9351,0
1795.755,404.5165,0
1743.717,401.702,0
1578.899,324.811,0
1639.681,400.5094,0
1802.274,446.0759,0
1821.664,357.8004,0
1697.081,466.3052,0
1691.573,383.7238,0
1897.016,406.0342,0
1727.463,410.2401,0
1856.829,411.0682,0
1703.644,448.8141,0
12053.16,45.46338,1
1634.623,307.1052,0
1877.678,308.451,0
1663.896,398.131,0
1806.037,299.0212,0
1783.579,459.5189,0
1665.741,371.5495,0
1977.16,532.0937,0
1661.249,433.1812,0
1870.276,500.3716,0
1656.329,394.8836,0
1790.395,336.3078,0
1727.258,403.5865,0
1728.801,322.6991,0
1694.563,306.0177,0
1699.496,334.4653,0
1740.871,304.4317,0
1632.422,412.1877,0
1657.682,409.2308,0
1554.5,355.6486,0
1810.27,334.9805,0
1710.873,344.244,0
1698.234,367.1191,0
1740.126,438.8333,0
1734.22,411.912,0
1764.621,416.2274,0
1763.811,364.8133,0
1716.262,384.5717,0
1799.433,424.7563,0
1784.273,362.6475,0
1695.532,460.3416,0
1745.509,464.7653,0
1703.178,339.0738,0
1665.952,407.7682,0
1723.618,393.3787,0
1744.165,376.4276,0
1721.687,357.9244,0
1693.822,391.2173,0
1749.542,488.7878,0
1633.17,307.9407,0
1557.18,380.92,0
1735.134,326.6503,0
1717.917,381.3734,0
1862.88,312.7993,0
1790.293,358.1097,0
1433.867,269.2754,0
1821.12,359.3133,0
1765.667,296.9698,0
1719.395,349.7994,0
1730.55,504.6196,0
1733.515,395.2509,0
1840.405,301.0151,0
1722.31,387.0748,0
1742.926,362.3481,0
1706.11,409.0258,0
1663.822,376.3878,0
1665.643,347.7292,0
1686.519,338.8305,0
1696.191,367.7369,0
1870.898,376.0811,0
1666.39,367.3063,0
1703.972,332.4763,0
1724.789,338.8719,0
1637.085,371.2972,0
1713.641,398.9235,0
1755.49,271.192,0
1740.388,443.5118,0
1621.746,389.5336,0
1845.833,387.9697,0
1649.504,418.1368,0
1642.952,327.7463,0
1777.072,431.5062,0
1763.315,364.684,0
1883.213,353.585,0
1686.654,417.951,0
1691.942,332.0288,0
1780.497,387.3313,0
1663.997,371.5405,0
1735.713,293.7764,0
1716.149,439.0783,0
1663.122,343.9431,0
1674.811,417.0152,0
1697.863,370.8899,0
1828.366,401.3615,0
1781.993,475.8461,0
1735.584,403.9227,0
1740.061,391.2121,0
1629.6,300.127,0
1707.796,337.4561,0
1863.875,472.0619,0
1745.459,410.6022,0
1791.981,435.8577,0
1842.05,384.621,0
1546.761,309.1199,0
1710.033,459.6161,0
1797.565,405.3375,0
1597.474,375.2851,0
1625.222,310.9742,0
1699.157,400.8809,0
1707.649,344.3482,0
1679.516,409.7177,0
1726.463,348.2448,0
1638.994,352.5021,0
1734.492,407.9461,0
1656.225,449.6052,0
1559.384,441.0499,0
1657.687,364.7283,0
1519.249,306.1115,0
1707.407,402.9753,0
1661.375,416.5255,0
1863.83,415.6483,0
1700.602,397.2593,0
1748.464,390.6996,0
1724.115,412.5996,0
1783.326,305.907,0
1753.847,439.1677,0
1720.307,449.4991,0
1747.931,370.3632,0
1520.656,327.2465,0
1689.923,444.4462,0
1716.108,450.5722,0
1728.551,416.9375,0
1753.02,308.4932,0
1674.505,302.3458,0
1537.252,342.692,0
1931.477,426.5918,0
1575.218,311.5729,0
1783.47,460.91,0
1860.523,432.4292,0
1667.531,454.4395,0
1737.991,344.857,0
1664.401,421.9018,0
1785.491,418.4314,0
1671.753,387.5203,0
1772.15,375.8635,0
1675.848,352.1532,0
1730.982,334.1245,0
1776.498,431.8904,0
1861.971,432.5466,0
1662.067,353.5512,0
1824.255,389.0483,0
1616.715,388.8226,0
1758.481,293.2396,0
1815.613,407.3427,0
1758.797,350.1541,0
1763.299,330.2213,0
1795.632,408.5347,0
1689.018,412.153,0
1667.18,427.4236,0
1772.853,308.3577,0
1769.702,442.7076,0
1705.926,408.211,0
1727.029,462.9032,0
1959.248,373.645,0
1780.824,408.7628,0
1606.722,327.6702,0
1728.265,387.4045,0
1732.815,376.3314,0
1579.72,323.7319,0
1708.248,408.3636,0
1676.222,407.5277,0
1641.255,418.9914,0
1654.171,424.3583,0
1628.229,426.7043,0
1776.462,408.1891,0
1914.989,426.381,0
1736.716,348.3301,0
1587.754,364.2387,0
1650.609,464.6138,0
1555.176,349.469,0
1636.232,394.7462,0
1804.515,345.2753,0
1544.818,326.3448,0
1776.031,308.7661,0
1625.661,321.7468,0
1731.139,359.8961,0
1856.284,305.136,0
1792.058,486.4172,0
1760.583,343.7703,0
1625.446,232.6215,0
1770.077,326.8391,0
1755.19,492.1622,0
1679.742,351.9178,0
1693.927,399.2575,0
1735.949,382.2393,0
1724.414,412.9741,0
1754.607,312.631,0
1761.014,367.8818,0
1604.347,403.3146,0
1764.484,371.053,0
1641.77,286.5759,0
1781.138,446.3972,0
1672.109,452.2492,0
11172.99,90.19434,1
1921.632,457.437,0
1736.425,425.7499,0
1727.298,384.3325,0
1711.429,353.3853,0
1728.961,373.6199,0
1767.754,406.9004,0
1870.607,421.3021,0
1807.112,359.0651,0
1763.638,443.2858,0
1668.559,376.1728,0
1589.763,373.8198,0
1696.673,356.7239,0
1749.621,349.9917,0
1584.403,333.9779,0
1688.195,299.2844,0
1697.496,387.2297,0
