Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Psefar
1720.961,358.9017,0
12236.56,206.4307,1
1742.705,340.2635,0
12693.25,157.4463,1
11842.52,114.0903,1
1738.152,359.5789,0
11619.46,126.7139,1
1672.834,345.3997,0
1674.892,348.4937,0
12836.85,261.6777,1
1670.742,326.0154,0
11865.44,42.20947,1
12008.65,222.4316,1
12301.69,160.4551,1
12413.47,38.96094,1
11893.14,112.0488,1
12284.48,54.99268,1
1733.254,332.2667,0
1624.188,337.4634,0
12286.34,212.6748,1
1604.984,376.71,0
11336.8,337.123,1
1708.603,371.689,0
1751.72,387.5264,0
1789.327,435.3853,0
1622.166,353.9955,0
1613.055,420.1605,0
12223.08,232.8657,1
1691.375,423.8807,0
11169.72,68.86426,1
11558.07,145.5742,1
1803.619,334.1304,0
12119.42,133.9063,1
11829.25,195.4365,1
1674.022,392.8983,0
1749.323,374.5046,0
1825.506,395.0258,0
12006.65,202.1895,1
11926.53,127.1787,1
1692.565,404.5554,0
1823.411,370.5236,0
1700.963,317.5125,0
11910.92,132.8989,1
12085.8,-16.41797,1
12910.8,-11.17285,1
11464.76,127.0674,1
11683.43,185.2461,1
1729.93,367.7582,0
1810.046,426.6073,0
1737.931,425.2935,0
12076.91,264.1128,1
12657.79,150.1475,1
1581.968,365.2369,0
10642.22,187.0166,1
12150.59,204.1396,1
1748.943,384.3311,0
10234.96,81.66553,1
12215.72,236.3774,1
1718.176,343.6356,0
1640.066,407.3317,0
1675.237,367.5649,0
1748.755,366.8093,0
1643.199,346.7626,0
11905.46,238.0112,1
1698.064,345.3073,0
1660.902,451.6952,0
1528.276,376.0445,0
12138.56,287.7241,1
12069.11,219.54,1
1798.024,360.011,0
1729.269,388.7062,0
1695.205,316.5294,0
12195.75,127.6953,1
11975.76,129.8276,1
1695.996,360.3365,0
11401.27,30.11377,1
12141.36,177.1255,1
1644.379,350.1656,0
1621.176,304.6423,0
12484.25,90.82129,1
12263.85,90.56641,1
12019.96,104.2388,1
12126.33,6.424316,1
1449.659,356.1453,0
1659.057,379.0341,0
1639.503,362.3412,0
1715.148,410.2926,0
1504.063,258.8713,0
11960.03,119.041,1
1685.966,357.2913,0
1750.017,380.0526,0
1927.372,410.5123,0
1642.894,369.9376,0
12345.22,168.9438,1
1759.533,306.3707,0
1719.416,342.0263,0
1724.154,380.3759,0
1630.881,323.071,0
1715.901,322.5347,0
12105.63,235.98,1
13117.01,1.133301,1
1690.486,338.6531,0
1848.796,338.7912,0
1705.687,310.2626,0
1773.298,8256.0,
1756.697,421.4737,0
1685.349,404.591,0
12863.34,230.5742,1
1843.845,378.9119,0
12136.34,150.5,1
1640.835,385.0207,0
1491.898,319.2571,0
12352.55,111.9106,1
12193.34,120.4189,1
1620.16,361.8179,0
12628.47,278.6733,1
1670.524,395.0953,0
1685.114,361.0873,0
12106.73,152.356,1
12543.84,185.6157,1
1626.407,394.7347,0
1745.265,323.9989,0
1659.283,324.1273,0
12233.61,180.7905,1
10882.44,155.2944,1
1560.442,264.3389,0
12224.16,161.415,1
1617.404,336.1967,0
1625.424,409.4407,0
1619.854,427.7253,0
1874.072,445.1562,0
1602.951,314.3033,0
1757.356,443.5325,0
12596.86,247.0156,1
1667.035,451.8741,0
10699.61,122.2549,1
1721.634,416.6935,0
12939.38,271.3042,1
12077.19,168.436,1
1708.086,373.5454,0
1730.164,413.5051,0
1660.032,370.7133,0
1796.296,401.3954,0
1645.244,357.1001,0
12360.05,110.2427,1
1640.691,435.8769,0
1562.098,358.1068,0
1739.909,427.47,0
1650.888,397.9058,0
1707.051,317.1083,0
12371.33,37.47217,1
1713.886,364.1708,0
12144.43,147.8457,1
11381.71,117.1611,1
11654.74,207.8682,1
11342.83,262.7373,1
1702.545,397.5266,0
12161.48,123.2886,1
12874.12,141.1504,1
11890.65,94.47266,1
12819.8,173.8042,1
12434.18,115.9004,1
1535.206,411.1661,0
1725.065,363.0186,0
12424.5,178.8447,1
1619.575,412.5475,0
1692.236,342.0925,0
1505.588,314.8634,0
1767.73,405.7203,0
1616.11,381.2732,0
11990.69,186.5132,1
12000.47,192.1904,1
11966.31,172.9067,1
1844.156,372.8666,0
11989.22,234.5605,1
1717.995,377.4175,0
11382.23,203.4204,1
1667.092,415.7484,0
1693.933,347.011,0
1665.035,348.5095,0
12168.6,170.5435,1
1698.583,431.1409,0
1604.257,439.6053,0
12116.31,214.1533,1
1738.4,324.373,0
11866.29,240.4292,1
1591.806,397.9076,0
1671.39,363.379,0
12594.88,157.6743,1
1691.406,405.2341,0
1739.753,437.1874,0
12255.15,95.50732,1
1678.984,369.739,0
1607.715,303.0953,0
12860.21,335.7993,1
11824.54,40.90381,1
1694.041,402.4493,0
1799.864,341.1765,0
1653.762,375.6631,0
1759.275,447.1396,0
1658.547,308.899,0
1752.928,363.9025,0
1727.091,370.4893,0
1709.435,438.2072,0
1529.935,371.8371,0
1772.163,421.0217,0
1624.147,292.1617,0
1658.345,363.3583,0
12371.2,99.00977,1
1726.139,375.9333,0
1756.196,367.6492,0
1711.326,372.6566,0
1701.282,371.7142,0
11989.52,172.3813,1
11143.37,75.39893,1
11779.68,287.1899,1
6053.541,253.3489,1
1466.553,360.5677,0
12150.53,52.91943,1
1641.158,377.4945,0
1670.911,403.9167,0
1734.932,466.3613,0
13297.56,264.0054,1
1638.113,415.001,0
1724.471,357.4372,0
1724.313,389.956,0
11967.52,127.0303,1
1651.238,434.3651,0
1692.274,409.6183,0
11614.7,83.53516,1
12136.18,131.0742,1
1750.063,383.4996,0
1787.918,396.9918,0
12533.8,198.2734,1
10448.03,151.396,1
1676.946,425.7081,0
12124.51,107.8086,1
1634.142,389.2081,0
1508.202,319.8528,0
12246.79,94.15918,1
1761.259,455.5265,0
1729.583,274.8765,0
11706.42,81.7334,1
12067.53,237.5903,1
1683.563,367.3163,0
10988.53,103.4604,1
11586.56,256.5728,1
1743.805,416.7256,0
1805.044,340.9377,0
1731.497,437.1668,0
1722.766,363.2411,0
11939.42,122.2603,1
1738.499,391.7027,0
11954.96,209.5679,1
1656.44,311.8588,0
1636.728,419.194,0
1602.153,341.4769,0
1696.926,379.7673,0
12402.09,123.7563,1
11978.3,147.2192,1
1656.005,425.2122,0
10850.78,138.1211,1
1715.919,383.4724,0
1668.117,405.3157,0
11510.8,142.5112,1
1705.463,387.5564,0
1769.089,385.2029,0
11829.14,142.4639,1
1761.101,392.2457,0
12481.88,60.42969,1
11769.57,188.1396,1
11700.9,34.99121,1
12005.73,126.4697,1
1665.951,368.7189,0
1813.829,380.3531,0
1622.448,448.8461,0
12557.21,49023.1,
1780.144,368.1962,0
1563.365,369.6402,0
1539.222,340.9681,0
1776.104,401.9649,0
1604.863,395.5008,0
11631.46,264.2886,1
11881.49,194.3564,1
1833.845,373.1287,0
1677.339,432.0313,0
1738.728,457.3956,0
12256.93,235.7549,1
