Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Corcas
1033.566,392.2011,0
1021.533,397.0913,0
988.9592,396.032,0
1011.487,369.2243,0
1031.78,447.0706,0
1032.018,330.0956,0
1011.761,330.7738,0
1068.99,348.7916,0
1079.288,367.6717,0
1011.26,410.4636,0
1043.25,379.1732,0
1011.881,391.4501,0
1064.065,375.5518,0
954.2382,390.1942,0
1060.258,386.4189,0
1095.149,271.8851,0
968.6281,429.3459,0
982.7607,407.0002,0
1078.472,383.6752,0
1094.803,413.4708,0
977.9023,389.212,0
971.938,381.3699,0
1016.886,394.741,0
1067.934,366.4837,0
1014.207,295.2047,0
1007.552,402.9684,0
1099.767,342.0627,0
1131.973,351.3428,0
964.2223,395.0977,0
1024.43,416.0524,0
1040.588,446.5274,0
1007.034,365.2628,0
1072.678,401.8797,0
1001.785,387.6783,0
1054.126,333.812,0
1051.819,305.5007,0
1041.038,379.4482,0
1054.407,302.7819,0
993.6265,299.6056,0
1023.807,478.9707,0
992.2883,430.8374,0
957.3934,388.3285,0
1059.029,346.6465,0
998.8364,439.1781,0
1003.147,434.6508,0
995.3392,333.2654,0
1050.056,371.0268,0
997.1575,370.3796,0
1014.149,394.9109,0
1078.237,387.2853,0
987.7499,372.7801,0
957.4276,313.1128,0
951.9811,457.1841,0
1044.019,330.77,0
950.5089,349.2799,0
1023.802,412.7656,0
918.3895,367.7789,0
1139.227,317.1546,0
1045.499,368.6246,0
1037.045,435.6385,0
1016.225,406.8908,0
1018.71,385.803,0
1100.645,327.7095,0
943.9293,451.4608,0
989.1471,372.7588,0
1027.538,419.7929,0
1044.62,335.302,0
1012.104,427.4341,0
1040.577,405.5333,0
1049.544,358.4627,0
1005.372,366.4996,0
993.0215,458.61,0
920.3646,310.8882,0
1042.607,335.7263,0
945.5115,364.5246,0
1046.485,358.256,0
1130.696,374.0083,0
998.0107,428.0521,0
1068.675,400.0786,0
968.1639,369.3278,0
928.0869,351.8017,0
966.8364,376.2863,0
977.5806,328.4473,0
1104.989,322.3945,0
1034.47,337.5485,0
1003.09,344.1099,0
1080.361,336.5559,0
1024.328,367.3771,0
1040.773,313.757,0
1003.695,438.8413,0
1006.524,387.3593,0
973.942,417.6254,0
1005.004,419.9692,0
1038.415,443.5701,0
1007.133,394.5535,0
1058.245,345.6552,0
1010.722,401.2634,0
873.1339,324.2216,0
1020.805,445.4566,0
1084.616,408.2791,0
951.7183,376.2488,0
991.5213,424.5223,0
1064.993,323.5155,0
984.3492,433.8972,0
1017.475,379.2582,0
1030.78,401.6795,0
999.3323,404.3087,0
975.4847,400.6011,0
987.7531,372.6765,0
997.1805,382.5557,0
1011.221,332.7759,0
986.7648,365.5012,0
1045.408,431.5316,0
975.738,368.3286,0
1043.552,380.0833,0
1021.678,387.7799,0
982.6021,362.2197,0
1016.565,356.6661,0
990.7773,355.0925,0
990.1342,389.4911,0
1033.843,448.0969,0
1002.131,443.3724,0
1138.885,371.5091,0
1077.728,383.9892,0
1012.901,357.6003,0
1073.125,352.6975,0
1049.405,357.1091,0
996.785,416.434,0
985.5669,424.5273,0
1019.916,388.7896,0
1057.109,377.331,0
1053.316,362.0776,0
1011.084,403.2694,0
1025.513,383.6838,0
1014.456,337.0966,0
1043.887,333.3375,0
1039.245,431.5441,0
1063.908,476.55,0
984.006,348.9713,0
963.9547,300.2738,0
991.4481,350.8188,0
1042.352,416.5324,0
1076.446,382.6808,0
1024.103,312.6163,0
1050.241,328.5414,0
965.8756,408.9128,0
1040.397,355.7116,0
1030.272,427.889,0
1104.127,341.202,0
1005.607,390.4468,0
1084.276,363.3103,0
1032.29,387.9049,0
1037.419,395.3301,0
1040.568,376.7145,0
966.4025,443.7609,0
984.5823,417.2187,0
939.6989,414.7121,0
1006.477,430.327,0
994.7654,405.9976,0
1013.534,438.9547,0
1052.806,434.037,0
1018.486,465.3379,0
1000.253,385.2711,0
981.4308,390.7103,0
1035.923,362.223,0
1036.301,399.6178,0
1064.822,353.4938,0
1024.38,446.7775,0
1037.737,414.1314,0
975.4141,403.3672,0
1031.973,424.2697,0
919.3874,371.0253,0
1019.212,384.6837,0
1123.992,420.9605,0
957.4284,394.529,0
936.8118,303.9491,0
1013.349,316.832,0
1079.812,369.8544,0
1027.859,433.3165,0
1109.77,384.5157,0
957.502,292.7702,0
944.4561,389.6162,0
990.511,354.1819,0
970.8273,483.0978,0
990.4357,425.0449,0
991.3376,452.5157,0
1018.376,468.7115,0
957.0981,456.4631,0
958.7517,409.8658,0
992.4641,444.4788,0
1066.517,435.3818,0
1037.846,357.4865,0
1006.697,423.5173,0
946.2068,400.6516,0
