Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Corcas
1084.893,311.4741,0
1120.972,323.621,0
1062.825,409.4276,0
1005.243,355.0015,0
1012.628,272.9856,0
1012.401,364.2125,0
1042.331,397.5359,0
1103.776,323.7778,0
1013.468,385.0068,0
1048.823,429.9465,0
1160.277,402.3326,0
963.8762,328.11,0
1047.989,372.3708,0
904.4507,305.313,0
1049.567,322.9784,0
1048.563,363.0174,0
1151.377,345.8043,0
985.7872,246.8794,0
1002.649,354.5767,0
1066.038,387.6659,0
991.0017,368.3489,0
959.0049,329.9863,0
1070.618,387.4408,0
1085.139,363.4462,0
1028.356,356.9919,0
1021.865,315.6752,0
959.1931,331.1994,0
953.2272,346.438,0
998.8865,329.3966,0
1093.825,420.2025,0
1158.52,410.9659,0
1061.031,368.028,0
1074.379,311.7348,0
1072.429,329.3736,0
1069.844,328.5235,0
1108.79,348.7568,0
870.3162,287.9781,0
1078.901,322.2858,0
1079.371,367.0112,0
1086.253,375.5081,0
929.2822,298.4605,0
1023.481,423.0817,0
1055.391,330.4895,0
922.4124,273.6375,0
1085.687,367.6216,0
1073.323,297.8297,0
1145.797,383.6957,0
1070.857,381.5769,0
1093.845,345.4112,0
1028.395,361.3737,0
1074.659,344.506,0
1141.359,366.764,0
1037.778,418.1103,0
1108.601,388.5622,0
1079.248,390.3896,0
1078.862,356.1415,0
1042.049,335.4565,0
998.6907,339.8264,0
1058.578,371.1689,0
1099.293,354.3352,0
1004.091,341.351,0
953.8622,284.0262,0
991.0413,255.4117,0
958.4208,338.8567,0
1055.627,361.7441,0
1026.092,368.9703,0
1034.099,287.2687,0
1172.946,306.0471,0
978.5751,412.1888,0
1092.776,407.4743,0
1077.763,288.0972,0
1101.936,374.3591,0
962.1925,290.5198,0
942.653,329.1257,0
1026.946,324.135,0
1099.81,366.9266,0
988.3135,313.5416,0
1140.077,385.1278,0
894.2433,320.7528,0
1200.727,375.3363,0
1124.525,329.7461,0
1059.865,331.1261,0
1085.101,436.192,0
1062.548,434.1303,0
1128.175,329.0665,0
985.5292,304.987,0
1091.003,395.981,0
998.3142,382.9703,0
1101.701,408.6974,0
1087.451,316.4306,0
1001.994,424.1578,0
1086.865,405.3578,0
1071.001,374.6445,0
1080.875,368.7897,0
1086.822,417.8353,0
1058.378,400.3771,0
1028.714,360.9997,0
1018.638,404.6501,0
1030.071,329.3391,0
951.733,304.8781,0
1079.868,332.8236,0
1058.507,372.5073,0
1035.501,276.2418,0
1084.888,361.7838,0
1155.76,357.1339,0
1131.246,414.7894,0
984.3552,369.1411,0
1029.352,309.4081,0
1017.435,295.1085,0
1137.161,297.9964,0
1102.046,409.6026,0
1102.417,316.2889,0
1005.298,430.4355,0
1072.923,392.6636,0
1082.268,346.9796,0
1136.548,381.7077,0
953.4394,305.215,0
1049.081,438.8281,0
1046.62,370.5023,0
983.2092,330.8506,0
1032.118,382.128,0
1016.947,437.7494,0
1064.728,336.3762,0
992.9713,406.1285,0
1036.534,364.8892,0
1110.909,389.2807,0
1032.985,355.2409,0
1142.973,349.2278,0
1079.434,358.6157,0
1150.302,323.6828,0
973.6348,346.441,0
993.8109,357.574,0
1143.234,368.1999,0
1031.353,311.5669,0
1000.374,354.1896,0
1068.455,416.2475,0
1136.583,317.5326,0
1077.508,369.6368,0
1101.996,352.9641,0
1012.411,378.3035,0
921.659,333.1546,0
892.8376,280.0699,0
1170.694,349.9106,0
1041.668,401.3985,0
1015.391,448.0625,0
1066.198,324.72,0
1064.662,341.1857,0
1046.969,276.6557,0
1089.148,358.6522,0
1092.076,308.6188,0
1038.484,364.5703,0
951.4649,278.6993,0
1017.646,389.8517,0
1201.437,367.2177,0
1134.917,378.7901,0
1073.406,347.4524,0
1075.098,356.8171,0
1110.827,340.1227,0
977.1256,328.3646,0
957.9596,322.8696,0
1028.226,352.0389,0
1040.737,366.4802,0
1052.622,357.4135,0
917.5269,285.9324,0
1008.057,410.4532,0
1068.822,372.4335,0
1063.74,442.5277,0
1099.861,383.4778,0
1023.489,307.2827,0
1032.235,370.7167,0
966.4332,373.4403,0
1007.935,389.7576,0
1041.034,408.2626,0
1063.029,379.1647,0
1039.1,403.0656,0
1013.037,304.7341,0
1024.319,321.6633,0
1023.458,416.539,0
1097.211,319.7578,0
914.5535,306.1582,0
905.3378,324.4824,0
1009.695,356.4552,0
1096.184,389.839,0
1114.121,312.3496,0
1184.842,309.9951,0
1055.665,345.9393,0
931.3018,250.9115,0
